time,location,account,tipo,word
2020-04-08 09:17:00,Northwest,CuriousABread,shake,quake
2020-04-08 09:18:00,Downtown,RunsBrandyLion,hospital,dead
2020-04-08 09:18:00,Palace Hills,CuriousWBanana73,rescue,rescue
2020-04-08 09:18:00,Palace Hills,CuriousWBanana73,build,build
2020-04-08 09:18:00,Downtown,FearsStephanieDog,shake,shake
2020-04-08 09:18:00,Safe Town,LovesAndrew_SmithWhale,hospital,dead
2020-04-08 09:18:00,Downtown,TVHostBrad,rescue,rescue
2020-04-08 09:18:00,Chapparal,Chad_BarronMouse1962,rescue,evacuate
2020-04-08 09:19:00,Weston,DarkSpenglerBowl5,shake,tremble
2020-04-08 09:19:00,Southwest,Barbara_ParsonsDog19,others,scar
2020-04-08 09:19:00,Old Town,SmartRodneyPlate,power,nuclear
2020-04-08 09:19:00,Old Town,SmartRodneyPlate,power,power
2020-04-08 09:19:00,Old Town,SmartRodneyPlate,others,damage
2020-04-08 09:19:00,Old Town,SmartRodneyPlate,build,build
2020-04-08 09:19:00,Downtown,AdministratorSophie,build,bridge
2020-04-08 09:19:00,Northwest,FamousSCar,hospital,dead
2020-04-08 09:19:00,West Parton,DCuriousClarke,shake,wobble
2020-04-08 09:19:00,Northwest,Fred1965Fiorello,others,scar
2020-04-08 09:19:00,Downtown,FearsKenneth_RiveraCat,shake,shake
2020-04-08 09:19:00,Broadview,Kristi_Curtiss1959,build,bridge
2020-04-08 09:19:00,Chapparal,ChemistryTeacherRichardNelson,build,bridge
2020-04-08 09:19:00,Chapparal,ChemistryTeacherRichardNelson,others,help
2020-04-08 09:19:00,Chapparal,ChemistryTeacherRichardNelson,build,bridge
2020-04-08 09:19:00,Easton,FuriousSchoeppBowl66,power,power
2020-04-08 09:19:00,Weston,RunsKerry_CouchDog,shake,vibrate
2020-04-08 09:19:00,Palace Hills,CuriousThomasBowl,shake,earthquake
2020-04-08 09:19:00,Southwest,Phyllis1957,hospital,dead
2020-04-08 09:19:00,Southton,CandidMolleurCouch,shake,quake
2020-04-08 09:19:00,Terrapin Springs,LovesGuthCat,hospital,dead
2020-04-08 09:20:00,Safe Town,RandallBusyH,build,bridge
2020-04-08 09:20:00,Downtown,FamousThomasIcecream,build,build
2020-04-08 09:20:00,Downtown,FamousThomasIcecream,rescue,evacuate
2020-04-08 09:20:00,Northwest,Josefina2019,shake,quake
2020-04-08 09:20:00,Palace Hills,AttentativeMcdonaldBanana,rescue,rescue
2020-04-08 09:20:00,Pepper Mill,CassieStones,others,help
2020-04-08 09:20:00,Old Town,TallWCouch,shake,earthquake
2020-04-08 09:20:00,Old Town,TallWCouch,hospital,ambulance
2020-04-08 09:20:00,Old Town,TallWCouch,hospital,hospital
2020-04-08 09:20:00,Old Town,TallWCouch,shake,earthquake
2020-04-08 09:20:00,Old Town,TallWCouch,hospital,ambulance
2020-04-08 09:20:00,Old Town,TallWCouch,shake,rubble
2020-04-08 09:20:00,Old Town,TallWCouch,others,help
2020-04-08 09:21:00,Southton,CandidHaroldPlate,build,bridge
2020-04-08 09:21:00,Northwest,G1983Bylsma,shake,earthquake
2020-04-08 09:21:00,Old Town,SunnyDay,build,bridge
2020-04-08 09:21:00,Safe Town,AlwaysSafePowerCompany,others,help
2020-04-08 09:21:00,Safe Town,AlwaysSafePowerCompany,others,help
2020-04-08 09:21:00,Safe Town,FuriousBreadCathy_Hernandez,shake,shake
2020-04-08 09:22:00,Weston,GoodmanBird1974,hospital,dead
2020-04-08 09:22:00,Broadview,RobertCleverCampbell,others,help
2020-04-08 09:22:00,West Parton,RachelSimmons,rescue,evacuate
2020-04-08 09:22:00,Weston,Steven_BoyceWhale87,build,bridge
2020-04-08 09:22:00,Northwest,RFamousH,build,bridge
2020-04-08 09:22:00,Southton,JasonDog17,hospital,die
2020-04-08 09:22:00,Downtown,RunsBrandyLion,shake,wobble
2020-04-08 09:23:00,Downtown,DarkJasonBread,hospital,die
2020-04-08 09:23:00,Terrapin Springs,FuriousWLight56,hospital,hospital
2020-04-08 09:23:00,Old Town,RacesNorberto_MartinBear,shake,shake
2020-04-08 09:23:00,Old Town,RacesNorberto_MartinBear,shake,shake
2020-04-08 09:23:00,Northwest,ElwinJr,build,bridge
2020-04-08 09:23:00,West Parton,RichardsonLion2015,others,damage
2020-04-08 09:23:00,Southwest,Phyllis1957,build,bridge
2020-04-08 09:23:00,Southwest,Phyllis1957,rescue,rescue
2020-04-08 09:23:00,Weston,DarkCarDarrell,build,build
2020-04-08 09:23:00,Chapparal,LazyCandyVernon,shake,quake
2020-04-08 09:24:00,Northwest,C2011Murphy,others,damage
2020-04-08 09:24:00,Northwest,C2011Murphy,build,build
2020-04-08 09:24:00,Northwest,C2011Murphy,others,help
2020-04-08 09:24:00,Southton,Millard12Salisbury,build,bridge
2020-04-08 09:24:00,Southton,WileyCouchMarie_Lavender,shake,earthquake
2020-04-08 09:24:00,Northwest,FearsJeffrey_WoodsOctopus,shake,quake
2020-04-08 09:24:00,Palace Hills,HoldsTheresaCat,shake,quake
2020-04-08 09:24:00,Downtown,RunsMarilynCat,build,build
2020-04-08 09:24:00,Downtown,CleverDCandy,rescue,rescue
2020-04-08 09:25:00,Northwest,TonyPeterson,power,power
2020-04-08 09:25:00,Northwest,Jason_Caron80,shake,shake
2020-04-08 09:25:00,East Parton,FamousMirandaIcecream,shake,shake
2020-04-08 09:25:00,Weston,Plante81,build,build
2020-04-08 09:25:00,Terrapin Springs,AttentativeHBowl,shake,quake
2020-04-08 09:25:00,Downtown,FastCandyPatricia_Schilling,others,cry
2020-04-08 09:25:00,Southwest,Vicky61Spurlock,shake,shake
2020-04-08 09:25:00,Southwest,Vicky61Spurlock,shake,shake
2020-04-08 09:25:00,Downtown,AttentativeHarkeyHouse1974,shake,earthquake
2020-04-08 09:25:00,Downtown,AttentativeHarkeyHouse1974,shake,earthquake
2020-04-08 09:25:00,Weston,FamousBLight2000,others,help
2020-04-08 09:25:00,Old Town,Dylan_JoyWhale6,hospital,die
2020-04-08 09:25:00,Downtown,FearsDanielMouse,build,build
2020-04-08 09:26:00,Downtown,CandidClaraIcecream,build,bridge
2020-04-08 09:26:00,Weston,WileyPCandy1999,build,build
2020-04-08 09:26:00,Weston,FastKBowl,build,bridge
2020-04-08 09:26:00,Weston,FastKBowl,rescue,rescue
2020-04-08 09:26:00,Downtown,LovesPhyllis_GunnDog,shake,earthquake
2020-04-08 09:26:00,Palace Hills,JoseLion88,build,bridge
2020-04-08 09:27:00,Southwest,FastTBanana,build,bridge
2020-04-08 09:27:00,Downtown,SurfaceHorse85,build,bridge
2020-04-08 09:27:00,Weston,FrankieFish96,shake,earthquake
2020-04-08 09:27:00,Weston,FrankieFish96,shake,earthquake
2020-04-08 09:27:00,Cheddarford,DerekNolan,shake,rubble
2020-04-08 09:27:00,Cheddarford,DerekNolan,others,help
2020-04-08 09:27:00,West Parton,FastBananaDickerson,build,bridge
2020-04-08 09:28:00,Old Town,MargaretFastF,others,scar
2020-04-08 09:28:00,Downtown,TVHostBrad,others,help
2020-04-08 09:28:00,Palace Hills,Sylvester_Rauf2015,shake,tremble
2020-04-08 09:28:00,Weston,GeorgeObnoxiousHarmon,build,bridge
2020-04-08 09:28:00,Weston,GeorgeObnoxiousHarmon,rescue,rescue
2020-04-08 09:28:00,Downtown,AttentativeBluntIcecream31,build,bridge
2020-04-08 09:28:00,Southton,CuriousRCouch,hospital,dead
2020-04-08 09:29:00,West Parton,TallRCar,rescue,rescue
2020-04-08 09:29:00,West Parton,RachelSimmons,hospital,die
2020-04-08 09:29:00,Old Town,DarkTBread82,shake,tremble
2020-04-08 09:29:00,Easton,HoldsAnn_WeathersOctopus,shake,earthquake
2020-04-08 09:29:00,Easton,HoldsAnn_WeathersOctopus,hospital,ambulance
2020-04-08 09:29:00,Easton,HoldsAnn_WeathersOctopus,hospital,hospital
2020-04-08 09:29:00,Easton,HoldsAnn_WeathersOctopus,shake,earthquake
2020-04-08 09:29:00,Easton,HoldsAnn_WeathersOctopus,hospital,ambulance
2020-04-08 09:29:00,Easton,HoldsAnn_WeathersOctopus,shake,rubble
2020-04-08 09:29:00,Easton,HoldsAnn_WeathersOctopus,others,help
2020-04-08 09:29:00,Southton,FastPBread72,rescue,evacuate
2020-04-08 09:29:00,Southton,FastPBread72,others,roads
2020-04-08 09:29:00,Downtown,CleverMillerBowl29,build,bridge
2020-04-08 09:29:00,Southton,SmartKCandy,build,bridge
2020-04-08 09:29:00,Southton,SmartKCandy,rescue,rescue
2020-04-08 09:30:00,Weston,CuriousRCar,others,help
2020-04-08 09:30:00,Weston,CuriousRCar,others,help
2020-04-08 09:30:00,Scenic Vista,SophistiCat,shake,earthquake
2020-04-08 09:30:00,Downtown,Myron_SimmonsOctopus85,hospital,dead
2020-04-08 09:30:00,<Location with-held due to contract>,FuriousJLight,others,damage
2020-04-08 09:30:00,<Location with-held due to contract>,FuriousJLight,others,damage
2020-04-08 09:30:00,Old Town,Thompson1965,shake,shake
2020-04-08 09:30:00,Old Town,Thompson1965,shake,shake
2020-04-08 09:30:00,Northwest,SmartAcostaBowl27,build,build
2020-04-08 09:30:00,<Location with-held due to contract>,FearsJohnBird,others,emergency
2020-04-08 09:30:00,<Location with-held due to contract>,FearsJohnBird,build,bridge
2020-04-08 09:30:00,<Location with-held due to contract>,FearsJohnBird,others,emergency
2020-04-08 09:31:00,West Parton,CuriousSmithPlate,build,bridge
2020-04-08 09:31:00,Southton,Charlotte1957,others,help
2020-04-08 09:31:00,Southton,Charlotte1957,others,help
2020-04-08 09:31:00,Pepper Mill,SLazyCamire,others,roads
2020-04-08 09:31:00,Scenic Vista,WileyABanana43,shake,vibrate
2020-04-08 09:31:00,Southton,CuriousDaggettPlate21,others,scar
2020-04-08 09:32:00,Weston,RacesWalterBear,shake,quake
2020-04-08 09:32:00,West Parton,TallRCar,shake,rubble
2020-04-08 09:32:00,West Parton,TallRCar,others,help
2020-04-08 09:32:00,Northwest,FearsJames_EvansOctopus,shake,earthquake
2020-04-08 09:32:00,Northwest,FearsJames_EvansOctopus,hospital,ambulance
2020-04-08 09:32:00,Northwest,FearsJames_EvansOctopus,hospital,hospital
2020-04-08 09:32:00,Northwest,FearsJames_EvansOctopus,shake,earthquake
2020-04-08 09:32:00,Northwest,FearsJames_EvansOctopus,hospital,ambulance
2020-04-08 09:32:00,Northwest,FearsJames_EvansOctopus,shake,rubble
2020-04-08 09:32:00,Northwest,FearsJames_EvansOctopus,others,help
2020-04-08 09:32:00,Southwest,FleetCandyFlemings,hospital,dead
2020-04-08 09:33:00,Cheddarford,SmartRCouch,build,bridge
2020-04-08 09:33:00,Easton,BusyPCandy,shake,rubble
2020-04-08 09:33:00,Southton,SmartJCouch,build,bridge
2020-04-08 09:33:00,Downtown,FearsStephanieDog,hospital,dead
2020-04-08 09:33:00,Downtown,LovesTheresa_KeyserBear,build,bridge
2020-04-08 09:33:00,Southwest,FamousBreadDavid,rescue,evacuate
2020-04-08 09:33:00,Southwest,FamousBreadDavid,shake,earthquake
2020-04-08 09:33:00,Downtown,LazyBCouch33,build,build
2020-04-08 09:34:00,Southton,Forrest_MooreOctopus36,others,shudder
2020-04-08 09:34:00,Safe Town,WileyAldapeCouch2013,hospital,dead
2020-04-08 09:34:00,Pepper Mill,CassieStones,hospital,die
2020-04-08 09:34:00,Weston,CleverBowlLarkin,build,bridge
2020-04-08 09:34:00,Weston,CleverBowlLarkin,rescue,rescue
2020-04-08 09:34:00,Palace Hills,AttentativeBBread,others,help
2020-04-08 09:34:00,Palace Hills,AttentativeBBread,others,help
2020-04-08 09:34:00,Downtown,LovesLindaFish,shake,wobble
2020-04-08 09:34:00,Northwest,GuapoReynoldsBanana,shake,earthquake
2020-04-08 09:34:00,Northwest,GuapoReynoldsBanana,hospital,ambulance
2020-04-08 09:34:00,Northwest,GuapoReynoldsBanana,hospital,hospital
2020-04-08 09:34:00,Northwest,GuapoReynoldsBanana,shake,earthquake
2020-04-08 09:34:00,Northwest,GuapoReynoldsBanana,hospital,ambulance
2020-04-08 09:34:00,Northwest,GuapoReynoldsBanana,shake,rubble
2020-04-08 09:34:00,Northwest,GuapoReynoldsBanana,others,help
2020-04-08 09:35:00,Palace Hills,DarkGrossiCandy,others,help
2020-04-08 09:35:00,Palace Hills,DarkGrossiCandy,others,help
2020-04-08 09:35:00,West Parton,CraigDog26,rescue,rescue
2020-04-08 09:35:00,Downtown,John_Allison89,build,bridge
2020-04-08 09:35:00,Southton,WileyLightScottie_Garcia,build,bridge
2020-04-08 09:35:00,Old Town,BusyNHouse,build,bridge
2020-04-08 09:35:00,Terrapin Springs,D1950Williams,build,bridge
2020-04-08 09:35:00,Palace Hills,BusyLedbetterCouch90,others,help
2020-04-08 09:35:00,Weston,Earlene30S,build,bridge
2020-04-08 09:36:00,Downtown,WileyMCar,shake,quake
2020-04-08 09:36:00,Safe Town,Lillpop82,build,bridge
2020-04-08 09:36:00,Broadview,FastVBread82,shake,quake
2020-04-08 09:36:00,Northwest,SmartNosekIcecream63,shake,earthquake
2020-04-08 09:36:00,Northwest,SmartNosekIcecream63,hospital,ambulance
2020-04-08 09:36:00,Northwest,SmartNosekIcecream63,hospital,hospital
2020-04-08 09:36:00,Northwest,SmartNosekIcecream63,shake,earthquake
2020-04-08 09:36:00,Northwest,SmartNosekIcecream63,hospital,ambulance
2020-04-08 09:36:00,Northwest,SmartNosekIcecream63,shake,rubble
2020-04-08 09:36:00,Northwest,SmartNosekIcecream63,others,help
2020-04-08 09:36:00,Northwest,Carlos_Turner70,build,bridge
2020-04-08 09:36:00,Weston,SmartWBread,rescue,evacuate
2020-04-08 09:36:00,Weston,SmartWBread,shake,earthquake
2020-04-08 09:37:00,Broadview,ThomasLion1981,rescue,evacuate
2020-04-08 09:37:00,Broadview,ThomasLion1981,shake,earthquake
2020-04-08 09:37:00,Chapparal,Luann_Olson82,shake,vibrate
2020-04-08 09:37:00,Easton,LovesDonnOctopus,others,scar
2020-04-08 09:37:00,Weston,JosephMouse2008,shake,shake
2020-04-08 09:37:00,Downtown,FleetJIcecream,shake,earthquake
2020-04-08 09:37:00,Weston,William31Z,others,help
2020-04-08 09:37:00,Weston,William31Z,others,help
2020-04-08 09:38:00,Downtown,Nathaniel_KalmanOctopus82,shake,earthquake
2020-04-08 09:38:00,Downtown,Nathaniel_KalmanOctopus82,hospital,ambulance
2020-04-08 09:38:00,Downtown,Nathaniel_KalmanOctopus82,hospital,hospital
2020-04-08 09:38:00,Downtown,Nathaniel_KalmanOctopus82,shake,earthquake
2020-04-08 09:38:00,Downtown,Nathaniel_KalmanOctopus82,hospital,ambulance
2020-04-08 09:38:00,Downtown,Nathaniel_KalmanOctopus82,shake,rubble
2020-04-08 09:38:00,Downtown,Nathaniel_KalmanOctopus82,others,help
2020-04-08 09:38:00,Southton,LovesScottWhale,others,help
2020-04-08 09:38:00,Scenic Vista,FamousGuilliamIcecream1978,build,bridge
2020-04-08 09:38:00,Weston,LovesAnnDog,others,help
2020-04-08 09:38:00,Weston,LovesAnnDog,others,help
2020-04-08 09:39:00,Cheddarford,Ralph1959,build,bridge
2020-04-08 09:39:00,Downtown,HoldsLeisaLion,others,help
2020-04-08 09:39:00,Southton,LazyMBread,shake,earthquake
2020-04-08 09:39:00,Southton,LazyMBread,hospital,ambulance
2020-04-08 09:39:00,Southton,LazyMBread,hospital,hospital
2020-04-08 09:39:00,Southton,LazyMBread,shake,earthquake
2020-04-08 09:39:00,Southton,LazyMBread,hospital,ambulance
2020-04-08 09:39:00,Southton,LazyMBread,shake,rubble
2020-04-08 09:39:00,Southton,LazyMBread,others,help
2020-04-08 09:39:00,East Parton,ObnoxiousYoungBread1967,hospital,die
2020-04-08 09:39:00,Downtown,HoldsBowmanHorse,build,bridge
2020-04-08 09:40:00,Safe Town,JosephDarkMorgan,build,bridge
2020-04-08 09:40:00,East Parton,Wilson1997,rescue,evacuate
2020-04-08 09:40:00,Palace Hills,TallGoodrichPlate1995,power,nuclear
2020-04-08 09:40:00,Palace Hills,TallGoodrichPlate1995,power,power
2020-04-08 09:40:00,Palace Hills,TallGoodrichPlate1995,others,damage
2020-04-08 09:40:00,Palace Hills,TallGoodrichPlate1995,build,build
2020-04-08 09:40:00,Northwest,K64Fieldson,others,damage
2020-04-08 09:40:00,Northwest,K64Fieldson,others,damage
2020-04-08 09:40:00,Oak Willow,CarolynCuriousBarker,rescue,evacuate
2020-04-08 09:40:00,Oak Willow,CarolynCuriousBarker,shake,earthquake
2020-04-08 09:40:00,Cheddarford,CuriousKBowl,rescue,evacuate
2020-04-08 09:40:00,Cheddarford,CuriousKBowl,others,roads
2020-04-08 09:40:00,West Parton,FleetHortonCar,rescue,rescue
2020-04-08 09:41:00,Weston,CleverBowlRichard_Miller,build,bridge
2020-04-08 09:41:00,Weston,CleverMichealHouse,others,scar
2020-04-08 09:42:00,Southton,DarkFreebornIcecream,build,bridge
2020-04-08 09:42:00,Broadview,AttentativeJosephLight,power,power
2020-04-08 09:43:00,Pepper Mill,WileyJerniganLight1950,shake,earthquake
2020-04-08 09:43:00,Pepper Mill,WileyJerniganLight1950,others,damage
2020-04-08 09:43:00,Downtown,RacesAnthony_ShellWhale,power,power
2020-04-08 09:43:00,Palace Hills,LazyJLight53,build,bridge
2020-04-08 09:43:00,Pepper Mill,AttentativeHeatherCouch,rescue,evacuate
2020-04-08 09:43:00,Pepper Mill,AttentativeHeatherCouch,shake,earthquake
2020-04-08 09:43:00,Southwest,DarkHoltCandy,others,help
2020-04-08 09:44:00,Southton,WileyAHouse5,shake,shake
2020-04-08 09:44:00,Southton,WileyAHouse5,shake,shake
2020-04-08 09:44:00,Downtown,JenniferDog58,shake,earthquake
2020-04-08 09:44:00,Northwest,FuriousSpearIcecream,build,bridge
2020-04-08 09:44:00,Downtown,BrendaFamousC,hospital,die
2020-04-08 09:44:00,East Parton,AttentativeKittelBanana1971,others,roads
2020-04-08 09:44:00,West Parton,CandidTousignantHouse,rescue,evacuate
2020-04-08 09:44:00,West Parton,CandidTousignantHouse,others,roads
2020-04-08 09:45:00,Southwest,CuriousCandyHackney,hospital,dead
2020-04-08 09:45:00,West Parton,RunsFrances_MeaderBird,build,bridge
2020-04-08 09:45:00,West Parton,RunsFrances_MeaderBird,build,bridge
2020-04-08 09:45:00,West Parton,RunsFrances_MeaderBird,shake,quake
2020-04-08 09:45:00,Palace Hills,White1980,others,emergency
2020-04-08 09:45:00,Palace Hills,White1980,build,bridge
2020-04-08 09:45:00,Palace Hills,White1980,others,emergency
2020-04-08 09:45:00,Northwest,DarkMBowl,others,help
2020-04-08 09:45:00,Northwest,DarkMBowl,others,help
2020-04-08 09:45:00,Southwest,Syndicated4,shake,shake
2020-04-08 09:45:00,Southwest,JohnBear1987,hospital,die
2020-04-08 09:45:00,Easton,CuriousDonaldsonBanana1954,shake,quake
2020-04-08 09:45:00,Downtown,IreneLazyW,build,bridge
2020-04-08 09:45:00,Southwest,handle,shake,quake
2020-04-08 09:46:00,Weston,ObnoxiousJohnsonPlate70,hospital,die
2020-04-08 09:46:00,Northwest,AttentativeWLight2019,shake,shake
2020-04-08 09:46:00,Northwest,AttentativeWLight2019,shake,shake
2020-04-08 09:46:00,Weston,FleetLightMichael,shake,earthquake
2020-04-08 09:46:00,Weston,FleetLightMichael,hospital,ambulance
2020-04-08 09:46:00,Weston,FleetLightMichael,hospital,hospital
2020-04-08 09:46:00,Weston,FleetLightMichael,shake,earthquake
2020-04-08 09:46:00,Weston,FleetLightMichael,hospital,ambulance
2020-04-08 09:46:00,Weston,FleetLightMichael,shake,rubble
2020-04-08 09:46:00,Weston,FleetLightMichael,others,help
2020-04-08 09:46:00,Downtown,TCleverL,others,damage
2020-04-08 09:46:00,Downtown,TCleverL,others,damage
2020-04-08 09:46:00,Southwest,RacesMonteHorse,build,bridge
2020-04-08 09:46:00,Southwest,RacesMonteHorse,build,bridge
2020-04-08 09:46:00,Southwest,RacesMonteHorse,shake,quake
2020-04-08 09:46:00,Scenic Vista,Russell1988,rescue,rescue
2020-04-08 09:46:00,West Parton,Melissa59,build,bridge
2020-04-08 09:47:00,Scenic Vista,JObnoxiousAntolin,build,bridge
2020-04-08 09:47:00,Scenic Vista,JObnoxiousAntolin,build,bridge
2020-04-08 09:47:00,Scenic Vista,JObnoxiousAntolin,shake,quake
2020-04-08 09:47:00,Palace Hills,Klepchick1960,others,help
2020-04-08 09:47:00,Southton,Donald1975Stark,others,help
2020-04-08 09:48:00,Northwest,RobertCat2,hospital,dead
2020-04-08 09:48:00,East Parton,HoldsMedinaFish,build,bridge
2020-04-08 09:48:00,Southton,CaldwellLion1958,shake,earthquake
2020-04-08 09:48:00,Southton,CaldwellLion1958,hospital,ambulance
2020-04-08 09:48:00,Southton,CaldwellLion1958,hospital,hospital
2020-04-08 09:48:00,Southton,CaldwellLion1958,shake,earthquake
2020-04-08 09:48:00,Southton,CaldwellLion1958,hospital,ambulance
2020-04-08 09:48:00,Southton,CaldwellLion1958,shake,rubble
2020-04-08 09:48:00,Southton,CaldwellLion1958,others,help
2020-04-08 09:49:00,Downtown,FuriousBeamonCandy1987,shake,shake
2020-04-08 09:49:00,Downtown,FuriousBeamonCandy1987,shake,shake
2020-04-08 09:49:00,Downtown,LucianoBird83,shake,earthquake
2020-04-08 09:49:00,Downtown,LucianoBird83,hospital,ambulance
2020-04-08 09:49:00,Downtown,LucianoBird83,hospital,hospital
2020-04-08 09:49:00,Downtown,LucianoBird83,shake,earthquake
2020-04-08 09:49:00,Downtown,LucianoBird83,hospital,ambulance
2020-04-08 09:49:00,Downtown,LucianoBird83,shake,rubble
2020-04-08 09:49:00,Downtown,LucianoBird83,others,help
2020-04-08 09:49:00,West Parton,SmartEdithBread,others,help
2020-04-08 09:49:00,West Parton,Bone2006,others,help
2020-04-08 09:49:00,West Parton,Bone2006,others,help
2020-04-08 09:49:00,Scenic Vista,DarkWessonIcecream7,hospital,die
2020-04-08 09:49:00,Northwest,ObnoxiousSIcecream,build,build
2020-04-08 09:49:00,Northwest,ObnoxiousSIcecream,rescue,evacuate
2020-04-08 09:50:00,Southwest,CandidUzielCouch1967,others,help
2020-04-08 09:50:00,Safe Town,M2013Warren,build,bridge
2020-04-08 09:50:00,Southwest,TallCCar,hospital,die
2020-04-08 09:51:00,Weston,FastBarthelIcecream,build,bridge
2020-04-08 09:51:00,Chapparal,FastCarVictor,others,help
2020-04-08 09:51:00,Palace Hills,Denoon54,rescue,rescue
2020-04-08 09:51:00,East Parton,CuriousBreadWilson,others,damage
2020-04-08 09:51:00,East Parton,CuriousBreadWilson,others,damage
2020-04-08 09:51:00,Southton,FamousOPlate,build,bridge
2020-04-08 09:51:00,Southton,FamousOPlate,others,help
2020-04-08 09:51:00,Southton,FamousOPlate,build,bridge
2020-04-08 09:51:00,Oak Willow,ObnoxiousGPlate,others,help
2020-04-08 09:52:00,Cheddarford,FamousBananaDilly,others,emergency
2020-04-08 09:52:00,Cheddarford,FamousBananaDilly,build,bridge
2020-04-08 09:52:00,Cheddarford,FamousBananaDilly,others,emergency
2020-04-08 09:52:00,Weston,CleverIcecreamPatricia,hospital,die
2020-04-08 09:52:00,Palace Hills,PWileyHall,build,build
2020-04-08 09:52:00,Palace Hills,PWileyHall,others,damage
2020-04-08 09:52:00,Northwest,WileyMclaughlinBowl61,build,bridge
2020-04-08 09:52:00,Downtown,LazyBowlChilds,build,build
2020-04-08 09:52:00,Downtown,LazyBowlChilds,rescue,evacuate
2020-04-08 09:52:00,Cheddarford,Douglas_Ransom29,rescue,evacuate
2020-04-08 09:53:00,Chapparal,CuriousJohnBanana,others,help
2020-04-08 09:53:00,Safe Town,CleverBreadCarey,build,bridge
2020-04-08 09:53:00,Safe Town,FastJonesBowl1991,build,bridge
2020-04-08 09:53:00,West Parton,RacesVictoriaCat,rescue,evacuate
2020-04-08 09:53:00,West Parton,RacesVictoriaCat,others,roads
2020-04-08 09:53:00,East Parton,BennettHorse28,rescue,evacuate
2020-04-08 09:53:00,Downtown,GuapoTerryBowl,shake,shake
2020-04-08 09:54:00,Weston,FearsBornOctopus,build,bridge
2020-04-08 09:54:00,Downtown,RacesAnthony_ShellWhale,hospital,die
2020-04-08 09:54:00,Palace Hills,Phillip9N,others,help
2020-04-08 09:54:00,Weston,DFamousLamke,others,damage
2020-04-08 09:54:00,Weston,DFamousLamke,others,damage
2020-04-08 09:54:00,Palace Hills,SmithWhale61,others,help
2020-04-08 09:54:00,Easton,LCleverHays,shake,rubble
2020-04-08 09:54:00,Downtown,JuliusOctopus56,hospital,die
2020-04-08 09:55:00,Weston,FastWLight22,build,build
2020-04-08 09:55:00,Weston,FastWLight22,others,damage
2020-04-08 09:55:00,Weston,CleverBowlLarkin,shake,rubble
2020-04-08 09:55:00,Weston,CleverBowlLarkin,others,help
2020-04-08 09:55:00,Weston,FuriousFranklinBanana,power,power
2020-04-08 09:55:00,Downtown,FastCandyPatricia_Schilling,rescue,evacuate
2020-04-08 09:56:00,Weston,Darrell69B,rescue,evacuate
2020-04-08 09:56:00,Weston,Darrell69B,others,roads
2020-04-08 09:56:00,Palace Hills,CuriousBrassCandy,power,power
2020-04-08 09:56:00,Northwest,ObnoxiousSheffieldCar1981,build,bridge
2020-04-08 09:56:00,Northwest,ObnoxiousSheffieldCar1981,others,help
2020-04-08 09:56:00,Northwest,ObnoxiousSheffieldCar1981,build,bridge
2020-04-08 09:56:00,Southton,EvelynHorse29,shake,vibrate
2020-04-08 09:56:00,Scenic Vista,MitchellBird1986,rescue,rescue
2020-04-08 09:56:00,Terrapin Springs,HoldsNancy_YamamotoWhale,others,emergency
2020-04-08 09:56:00,Terrapin Springs,HoldsNancy_YamamotoWhale,build,bridge
2020-04-08 09:56:00,Terrapin Springs,HoldsNancy_YamamotoWhale,others,emergency
2020-04-08 09:56:00,West Parton,FamousDBanana,hospital,die
2020-04-08 09:57:00,Downtown,GibsonOctopus28,others,help
2020-04-08 09:57:00,Downtown,BusyPamelaCouch,rescue,evacuate
2020-04-08 09:58:00,Weston,LyleCleverT,others,help
2020-04-08 09:58:00,Downtown,WileyMccombsLight,others,emergency
2020-04-08 09:58:00,Downtown,WileyMccombsLight,build,bridge
2020-04-08 09:58:00,Downtown,WileyMccombsLight,others,emergency
2020-04-08 09:58:00,Northwest,FastCandyMichael,build,bridge
2020-04-08 09:58:00,Southwest,SmartBBowl80,others,help
2020-04-08 09:58:00,Southwest,SmartBBowl80,others,help
2020-04-08 09:58:00,West Parton,RacesGeorgeWhale,power,nuclear
2020-04-08 09:58:00,West Parton,RacesGeorgeWhale,power,energy
2020-04-08 09:58:00,Southton,FleetGlidewellCouch,shake,earthquake
2020-04-08 09:58:00,Southton,FleetGlidewellCouch,hospital,ambulance
2020-04-08 09:58:00,Southton,FleetGlidewellCouch,hospital,hospital
2020-04-08 09:58:00,Southton,FleetGlidewellCouch,shake,earthquake
2020-04-08 09:58:00,Southton,FleetGlidewellCouch,hospital,ambulance
2020-04-08 09:58:00,Southton,FleetGlidewellCouch,shake,rubble
2020-04-08 09:58:00,Southton,FleetGlidewellCouch,others,help
2020-04-08 09:59:00,Palace Hills,WatchesMaryCat,build,bridge
2020-04-08 09:59:00,Southwest,Richard_Chen84,build,bridge
2020-04-08 09:59:00,Southton,MargaritaHorse7,others,help
2020-04-08 09:59:00,Palace Hills,AttentativeLightMatthew,power,nuclear
2020-04-08 09:59:00,Palace Hills,AttentativeLightMatthew,power,power
2020-04-08 09:59:00,Weston,SutherlandDog42,others,help
2020-04-08 10:00:00,Old Town,FearsHerbDog,hospital,hospital
2020-04-08 10:00:00,Old Town,FearsHerbDog,others,damage
2020-04-08 10:00:00,Oak Willow,RacesThomas_MooreLion,others,help
