time,location,account,message
2020-04-07 04:02:00,Southwest,handle,"['new', 'tremble', 'better', 'deal', 'ask']"
2020-04-07 04:16:00,Broadview,Syndicated348,"['take', 'advantage', 'ten', 'vibrate', 'sales']"
2020-04-07 04:16:00,Southton,AttentativeCCandy,"['dozen', 'wind', 'turbines', 'nuclear', 'power', 'fear', 'something', 'understand']"
2020-04-07 04:19:00,Downtown,WatchesKimberly_OdomLion,"['mac', 'fag', 'alert', 'offense', 'nice', 'digestible', 'package', 'twenty', 'comment', 'joke', 'anything', 'follow', 'build', 'site']"
2020-04-07 04:23:00,Scenic Vista,TallSaleadoCouch,"['chance', 'able', 'shine', 'anyone', 'hype', 'build', 'someone', 'look', 'original', 'form', 'troll']"
2020-04-07 04:25:00,West Parton,JordanWantsBac0n,"['make', 'shake', 'act', 'friday']"
2020-04-07 04:30:00,Weston,FuriousCandyKaren_Walls,"['shudder', 'time', 'use', 'rumble']"
2020-04-07 04:36:00,Downtown,CandidSBowl,"['never', 'want', 'help', 'anyone', 'someone2', 'wish', 'lesson', 'learn', 'spend', 'winsto']"
2020-04-07 04:39:00,Safe Town,handle,"['five', 'weekend', 'leave', 'loose', 'quake', 'opportunity']"
2020-04-07 04:42:00,Safe Town,Syndicated5,"['one', 'days', 'leave', 'take', 'advanage', 'tremble', 'price']"
2020-04-07 04:42:00,Southton,Syndicated5,"['five', 'week', 'leave', 'loose', 'tremble', 'opportunity']"
2020-04-07 04:58:00,Cheddarford,Syndicated5,"['tremble', 'stimulate', 'great', 'deal']"
2020-04-07 05:08:00,Safe Town,handle,"['chance', 'hold', 'opportunity', 'forelock', 'graspable', 'shake', 'tomorrow']"
2020-04-07 05:29:00,Southton,Opportunities2,"['new', 'quake', 'better', 'deal', 'ask']"
2020-04-07 05:33:00,Safe Town,JordanWantsBac0n,"['one', 'days', 'leave', 'take', 'advanage', 'vibrate', 'deal']"
2020-04-07 05:36:00,Southwest,Jose32Francis,"['someone', 'day', 'hospital']"
2020-04-07 05:38:00,Downtown,Syndicated348,"['new', 'deal', 'vibrate', 'chance', 'make', 'monday', 'even', 'better']"
2020-04-07 05:42:00,Scenic Vista,AttentativeCouchSergio_Gage,"['find', 'longer', 'movie', 'store', 'worth', 'wait', 'time', 'killer', 'expect', 'problems']"
2020-04-07 05:42:00,Weston,WatchesDebbie_JacksonLion,"['laser', 'breakthrough', 'could', 'also', 'lead', 'lower', 'cost', 'nuclear', 'energy', 'do', 'correctly', 'plant', 'build', 'nuclear', 'power', 'near100', 'efficient', 'electric', 'motor', 'years', 'ago', 'tell', 'self', 'sufficient', 'nuclear', 'power', 'cost', 'recovery']"
2020-04-07 05:43:00,East Parton,Opportunities2,"['eleven', 'week', 'leave', 'loose', 'shake', 'opportunity']"
2020-04-07 05:53:00,Northwest,Syndicated4,"['provocative', 'shake', 'better', 'deal', 'ask']"
2020-04-07 05:53:00,Weston,CuriousMartinezBread,"['taint', 'food', 'bribery', 'issue', 'nuclear', 'power', 'like', 'saw', 'anyone', 'someone']"
2020-04-07 05:59:00,Southwest,FearsEmiliaWhale,"['fork', 'problem', 'guy', 'four', 'five', 'hours', 'something', 'one', 'day', 'scroll', 'rjokes']"
2020-04-07 06:03:00,Chapparal,CantonCoordon2,"['chance', 'hold', 'opportunity', 'collar', 'graspable', 'quake', 'tomorrow']"
2020-04-07 06:04:00,Weston,Wilkins1976,"['line', 'vines', 'start', 'yell', 'hot', 'right', 'gheys', 'five', 'keep', 'finger', 'cross', 'good', 'health', 'combo']"
2020-04-07 06:10:00,Southwest,FearsEmiliaWhale,"['definitely', 'go', 'snatch', 'rumble', 'shake']"
2020-04-07 06:25:00,Downtown,Syndicated4,"['six', 'days', 'leave', 'quake', 'life']"
2020-04-07 06:36:00,Northwest,Syndicated4,"['emerge', 'sale', 'go', 'shake', 'things', 'make', 'weekend', 'excite']"
2020-04-07 06:41:00,Weston,FleetPlatePhilip_Wilson,"['battery', 'die']"
2020-04-07 06:42:00,Old Town,TravisTallBenson,"['anyone', 'treat', 'death', 'man', 'feature', 'something', 'anything', 'anyone']"
2020-04-07 06:44:00,Scenic Vista,______3333_____,"['take', 'advantage', 'six', 'tremble', 'sales']"
2020-04-07 06:48:00,Palace Hills,Opportunities2,"['one', 'weekend', 'leave', 'loose', 'shake', 'opportunity']"
2020-04-07 06:50:00,Downtown,Syndicated5,"['time', 'change', 'month', 'four', 'days', 'leave', 'take', 'advantage', 'thrill', 'tremble', 'event']"
2020-04-07 06:51:00,Terrapin Springs,Syndicated4,"['thrill', 'deal', 'quake', 'chance', 'make', 'day', 'even', 'better']"
2020-04-07 06:59:00,Oak Willow,Rosemary_RauthWhale12,"['someone', 'anyone', 'whistle', 'blow', 'though', 'sound', 'dangerous']"
2020-04-07 07:06:00,Broadview,Syndicated4,"['eleven', 'days', 'leave', 'take', 'advanage', 'tremble', 'deal']"
2020-04-07 07:08:00,Downtown,LovesWilsonHorse,"['battery', 'die']"
2020-04-07 07:12:00,Downtown,handle,"['move', 'deal', 'tremble', 'chance', 'make', 'next', 'week', 'even', 'better']"
2020-04-07 07:19:00,Downtown,LinaLazyM,"['five', 'largest', 'installations', 'best', 'interest', 'anyone', 'afford', 'consequences', 'include', 'nuclear', 'power', 'plant', 'best', 'interest', 'future', 'countrya']"
2020-04-07 07:20:00,Safe Town,FleetACar51,"['anyone', 'treat', 'death', 'man', 'feature', 'something', 'anything', 'anyone']"
2020-04-07 07:22:00,West Parton,JFleetCastle,"['anyone', 'treat', 'death', 'man', 'feature', 'something', 'anything', 'anyone']"
2020-04-07 07:25:00,Scenic Vista,M34Rahmani,"['nazism', 'propaganda', 'ban', 'bad', 'lie', 'help', 'get', 'coup']"
2020-04-07 07:28:00,Southwest,TallCCar,"['one', 'bite', 'warseas', 'prove', 'dead', 'warserong', 'place', 'stick', 'around']"
2020-04-07 07:33:00,Downtown,CandidBowlPatricia,"['anyone', 'treat', 'death', 'man', 'feature', 'something', 'anything', 'anyone']"
2020-04-07 07:34:00,Chapparal,FastConstantinePlate1988,"['anyone', 'treat', 'death', 'man', 'feature', 'something', 'anything', 'anyone']"
2020-04-07 07:35:00,Broadview,Syndicated348,"['take', 'advantage', 'eleven', 'tremble', 'sales']"
2020-04-07 07:35:00,Downtown,BusyRuthCandy,"['anyone', 'treat', 'death', 'man', 'feature', 'something', 'anything', 'anyone']"
2020-04-07 07:36:00,Southton,AnthonyLion24,"['anyone', 'treat', 'death', 'man', 'feature', 'something', 'anything', 'anyone']"
2020-04-07 07:37:00,Scenic Vista,LovesAaron_CanalesOctopus,"['anyone', 'treat', 'death', 'man', 'feature', 'something', 'anything', 'anyone']"
2020-04-07 07:40:00,Broadview,RaisaCleverFalls,"['ideas', 'ithge', 'chicken', 'waffle', 'shake', 'genius', 'sthgearthge', 'thgeo', 'creep', 'primer', 'like', 'thgehe', 'mysthgeerious', 'figure', 'thgehey', 'someone', 'someone', 'thgehe', 'thgeoasthgeer', 'probably', 'bad', 'thgehing']"
2020-04-07 07:40:00,Downtown,LazyBCouch33,"['anyone', 'treat', 'death', 'man', 'feature', 'something', 'anything', 'anyone']"
2020-04-07 07:41:00,Pepper Mill,Edith_MaloneHorse6,"['anyone', 'treat', 'death', 'man', 'feature', 'something', 'anything', 'anyone']"
2020-04-07 07:44:00,Safe Town,Michele1984Grover,"['anyone', 'treat', 'death', 'man', 'feature', 'something', 'anything', 'anyone']"
2020-04-07 07:45:00,Scenic Vista,J80Dorman,"['anyone', 'treat', 'death', 'man', 'feature', 'something', 'anything', 'anyone']"
2020-04-07 07:46:00,Downtown,FamousMIcecream34,"['anyone', 'treat', 'death', 'man', 'feature', 'something', 'anything', 'anyone']"
2020-04-07 07:47:00,Cheddarford,CleverDHouse1997,"['anyone', 'treat', 'death', 'man', 'feature', 'something', 'anything', 'anyone']"
2020-04-07 07:48:00,Southwest,BurtonWhale84,"['idiotic', 'things', 'do', 'fine', 'fork', 'need', 'get', 'presidential', 'seem', 'even', 'problem', 'thatswonder']"
2020-04-07 07:48:00,East Parton,HoldsShannonBird,"['love', 'death', 'decay', 'something', 'something', 'ear', 'plug']"
2020-04-07 07:50:00,Downtown,CandidIcecreamHeidi_Muir,"['anyone', 'treat', 'death', 'man', 'feature', 'something', 'anything', 'anyone']"
2020-04-07 07:50:00,West Parton,RacesAmaroHorse,"['anyone', 'great', 'place', 'airport', 'probably', 'help', 'alot', 'walk', 'summer', 'clap', 'clap', 'clap']"
2020-04-07 07:51:00,Southton,HoldsLisa_AyalaHorse,"['anyone', 'treat', 'death', 'man', 'feature', 'something', 'anything', 'anyone']"
2020-04-07 07:52:00,Easton,CandidJoBowl,"['anyone', 'treat', 'death', 'man', 'feature', 'something', 'anything', 'anyone']"
2020-04-07 07:53:00,Northwest,KFamousG,"['shift', 'start', 'always', 'little', 'excite', 'know', 'happen', 'power', 'plant', 'today']"
2020-04-07 07:54:00,Palace Hills,Mark1972S,"['still', 'respect', 'hash', 'think', 'make', 'almost', 'physically', 'invincible', 'entire', 'pirate', 'fleet', 'home', 'dead', 'preeeeemium', 'price', 'tag', 'someone', 'polite', 'young', 'man', 'tell', 'government', 'know']"
2020-04-07 07:56:00,Terrapin Springs,Syndicated4,"['four', 'weekend', 'leave', 'loose', 'tremble', 'opportunity']"
2020-04-07 07:56:00,<Location with-held due to contract>,SmartBBread,"['hss', 'begin', 'monitor', 'radiation', 'level', 'around', 'always', 'safe', 'nuclear', 'power', 'plant', 'retire', 'physicists', 'engineer', 'power', 'plant', 'operators', 'believe', 'promise', 'nuclear', 'power', 'adovcate', 'citizen', 'science', 'monitor', 'radiation', 'level', 'hope', 'dispell', 'myths', 'fear', 'nuclear', 'power']"
2020-04-07 07:57:00,Southwest,NAttentativeRobinson,"['klingons', 'someone', 'buy', 'prefer', 'cut', 'know', 'relevant', 'important', 'criticism', 'illegal', 'image', 'use', 'power', 'band', 'longer', 'specific', 'word', 'make', 'one', 'anyone', 'leave']"
2020-04-07 07:58:00,West Parton,RacesRichardBear,"['anyone', 'treat', 'death', 'man', 'feature', 'something', 'anything', 'anyone']"
2020-04-07 07:59:00,Cheddarford,ManningBear1972,"['work', 'power', 'plant', 'orange', 'fly']"
2020-04-07 07:59:00,Oak Willow,RacesLarsonBear,"['anyone', 'treat', 'death', 'man', 'feature', 'something', 'anything', 'anyone']"
2020-04-07 07:59:00,Weston,J0rdanWantsBacon,"['quake', 'astonish', 'great', 'deal']"
2020-04-07 08:00:00,<Location with-held due to contract>,DarkCandyWm_Wood,"['hss', 'start', 'monitor', 'radiation', 'level', 'around', 'always', 'safe', 'nuclear', 'power', 'plant', 'retire', 'engineer', 'physicists', 'power', 'plant', 'operators', 'believe', 'promise', 'nuclear', 'power', 'monitor', 'radiation', 'hope', 'dispel', 'myths', 'rumor', 'nuclear', 'power', 'believe', 'citizen', 'science', 'would', 'love', 'hear', 'think', 'hss']"
2020-04-07 08:01:00,Terrapin Springs,CleverRHouse,"['work', 'power', 'plant', 'pimento', 'greenhouse']"
2020-04-07 08:02:00,Oak Willow,RacesLarsonBear,"['work', 'power', 'plant', 'bar']"
2020-04-07 08:03:00,Scenic Vista,WileyCouchAlderson,"['anyone', 'great', 'place', 'airport', 'probably', 'help', 'alot', 'walk', 'summer', 'clap', 'clap', 'clap']"
2020-04-07 08:03:00,Safe Town,AlwaysSafePowerCompany,"['hi', 'dereknolan', 'nuclear', 'power', 'plant', 'put', 'chemicals', 'grind', 'react', 'quickly', 'earthquakes', 'make', 'sure', 'everything', 'aokay', 'please', 'dm', 'us', 'privately', 'youid', 'like', 'learn', 'safety', 'nuclear', 'power']"
2020-04-07 08:04:00,Northwest,ElwinJr,"['alwayssafepowercomkeapany', 'teach', 'mkeae', 'mkeaake', 'earthquakes']"
2020-04-07 08:04:00,Old Town,AttentativePIcecream,"['get', 'best', 'park', 'spot', 'power', 'plant', 'park']"
2020-04-07 08:05:00,Northwest,TonyPeterson,"['much', 'fuss', 'tiny', 'earthquake']"
2020-04-07 08:05:00,Downtown,Christopher_BogartBear26,"['anyone', 'great', 'place', 'airport', 'probably', 'help', 'alot', 'walk', 'summer', 'clap', 'clap', 'clap']"
2020-04-07 08:05:00,Terrapin Springs,FamousJCandy,"['anyone', 'treat', 'death', 'man', 'feature', 'something', 'anything', 'anyone']"
2020-04-07 08:07:00,Old Town,Gordon1985,"['anyone', 'treat', 'death', 'man', 'feature', 'something', 'anything', 'anyone']"
2020-04-07 08:07:00,Downtown,AttentativeJohnCar,"['work', 'power', 'plant', 'sandwich', 'queen']"
2020-04-07 08:08:00,Weston,SmartJamesCar,"['anyone', 'treat', 'death', 'man', 'feature', 'something', 'anything', 'anyone']"
2020-04-07 08:08:00,Downtown,FleetHurdCouch55,"['hss', 'begin', 'monitor', 'radiation', 'level', 'around', 'always', 'safe', 'nuclear', 'power', 'plant', 'retire', 'physicists', 'engineer', 'power', 'plant', 'operators', 'believe', 'promise', 'nuclear', 'power', 'adovcate', 'citizen', 'science', 'monitor', 'radiation', 'level', 'hope', 'dispell', 'myths', 'fear', 'nuclear', 'power']"
2020-04-07 08:08:00,Palace Hills,Syndicated4,"['j0rdanwantsbacon', 'impressive', 'quake', 'better', 'deal', 'ask', 'whatwonder']"
2020-04-07 08:09:00,Broadview,IreneBird97,"['hss', 'begin', 'monitor', 'radiation', 'level', 'around', 'always', 'safe', 'nuclear', 'power', 'plant', 'retire', 'physicists', 'engineer', 'power', 'plant', 'operators', 'believe', 'promise', 'nuclear', 'power', 'adovcate', 'citizen', 'science', 'monitor', 'radiation', 'level', 'hope', 'dispell', 'myths', 'fear', 'nuclear', 'power']"
2020-04-07 08:09:00,Chapparal,ChemistryTeacherRichardNelson,"['wait', 'till', 'get', 'bad', 'cry']"
2020-04-07 08:10:00,Downtown,SmartCandyRoberto_Morelli,"['obviously', 'need', 'download', 'rumble', 'earthquake', 'ftwdownload']"
2020-04-07 08:10:00,Weston,FuriousCLight,"['hss', 'begin', 'monitor', 'radiation', 'level', 'around', 'always', 'safe', 'nuclear', 'power', 'plant', 'retire', 'physicists', 'engineer', 'power', 'plant', 'operators', 'believe', 'promise', 'nuclear', 'power', 'adovcate', 'citizen', 'science', 'monitor', 'radiation', 'level', 'hope', 'dispell', 'myths', 'fear', 'nuclear', 'power']"
2020-04-07 08:12:00,Northwest,Syndicated4,"['two', 'days', 'leave', 'take', 'advanage', 'shake', 'deal']"
2020-04-07 08:12:00,Safe Town,AlwaysSafePowerCompany,"['dereknolan', 'may', 'bachelor', 'internet', 'science', 'engineer', 'physicists', 'operators', 'expertises', 'power', 'plant', 'guarantee', 'always', 'safe']"
2020-04-07 08:12:00,Weston,Thomas1973,"['hss', 'begin', 'monitor', 'radiation', 'level', 'around', 'always', 'safe', 'nuclear', 'power', 'plant', 'retire', 'physicists', 'engineer', 'power', 'plant', 'operators', 'believe', 'promise', 'nuclear', 'power', 'adovcate', 'citizen', 'science', 'monitor', 'radiation', 'level', 'hope', 'dispell', 'myths', 'fear', 'nuclear', 'power']"
2020-04-07 08:13:00,Cheddarford,RTallHolmes,"['anyone', 'great', 'place', 'airport', 'probably', 'help', 'alot', 'walk', 'summer', 'clap', 'clap', 'clap']"
2020-04-07 08:13:00,Terrapin Springs,Virginia66,"['someone', 'base', 'damage', 'test', 'rather', 'hemething', 'love', 'show', 'head']"
2020-04-07 08:13:00,Northwest,HoldsConleyBird,"['hss', 'begin', 'monitor', 'radiation', 'level', 'around', 'always', 'safe', 'nuclear', 'power', 'plant', 'retire', 'physicists', 'engineer', 'power', 'plant', 'operators', 'believe', 'promise', 'nuclear', 'power', 'adovcate', 'citizen', 'science', 'monitor', 'radiation', 'level', 'hope', 'dispell', 'myths', 'fear', 'nuclear', 'power']"
2020-04-07 08:14:00,Weston,SmartJBowl,"['hss', 'start', 'monitor', 'radiation', 'level', 'around', 'always', 'safe', 'nuclear', 'power', 'plant', 'retire', 'engineer', 'physicists', 'power', 'plant', 'operators', 'believe', 'promise', 'nuclear', 'power', 'monitor', 'radiation', 'hope', 'dispel', 'myths', 'rumor', 'nuclear', 'power', 'believe', 'citizen', 'science', 'would', 'love', 'hear', 'think', 'hss']"
2020-04-07 08:14:00,Broadview,LazyFIcecream,"['anyone', 'great', 'place', 'airport', 'probably', 'help', 'alot', 'walk', 'summer', 'clap', 'clap', 'clap']"
2020-04-07 08:15:00,Old Town,AttentativeCandyYolanda_Ragland,"['hss', 'begin', 'monitor', 'radiation', 'level', 'around', 'always', 'safe', 'nuclear', 'power', 'plant', 'retire', 'physicists', 'engineer', 'power', 'plant', 'operators', 'believe', 'promise', 'nuclear', 'power', 'adovcate', 'citizen', 'science', 'monitor', 'radiation', 'level', 'hope', 'dispell', 'myths', 'fear', 'nuclear', 'power']"
2020-04-07 08:15:00,Southwest,Yvonne_Frith26,"['hss', 'start', 'monitor', 'radiation', 'level', 'around', 'always', 'safe', 'nuclear', 'power', 'plant', 'retire', 'engineer', 'physicists', 'power', 'plant', 'operators', 'believe', 'promise', 'nuclear', 'power', 'monitor', 'radiation', 'hope', 'dispel', 'myths', 'rumor', 'nuclear', 'power', 'believe', 'citizen', 'science', 'would', 'love', 'hear', 'think', 'hss']"
2020-04-07 08:16:00,Southton,ScottSmartToupin,"['hss', 'begin', 'monitor', 'radiation', 'level', 'around', 'always', 'safe', 'nuclear', 'power', 'plant', 'retire', 'physicists', 'engineer', 'power', 'plant', 'operators', 'believe', 'promise', 'nuclear', 'power', 'adovcate', 'citizen', 'science', 'monitor', 'radiation', 'level', 'hope', 'dispell', 'myths', 'fear', 'nuclear', 'power']"
2020-04-07 08:17:00,West Parton,FastPlateAnna,"['wait', 'till', 'get', 'bad', 'cry']"
2020-04-07 08:18:00,Terrapin Springs,WatchesIna_CowellMouse,"['hss', 'begin', 'monitor', 'radiation', 'level', 'around', 'always', 'safe', 'nuclear', 'power', 'plant', 'retire', 'physicists', 'engineer', 'power', 'plant', 'operators', 'believe', 'promise', 'nuclear', 'power', 'adovcate', 'citizen', 'science', 'monitor', 'radiation', 'level', 'hope', 'dispell', 'myths', 'fear', 'nuclear', 'power']"
2020-04-07 08:19:00,Terrapin Springs,FuriousWCouch1974,"['dereknolan', 'may', 'bachelor', 'internet', 'science', 'engineer', 'physicists', 'operators', 'expertises', 'power', 'plant', 'guarantee', 'always', 'safe']"
2020-04-07 08:20:00,Old Town,HoldsLewisDog,"['dereknolan', 'may', 'bachelor', 'internet', 'science', 'engineer', 'physicists', 'operators', 'expertises', 'power', 'plant', 'guarantee', 'always', 'safe']"
2020-04-07 08:20:00,Southton,CleverGaryBanana,"['anyone', 'great', 'place', 'airport', 'probably', 'help', 'alot', 'walk', 'summer', 'clap', 'clap', 'clap']"
2020-04-07 08:20:00,West Parton,Marisela_KozmaMouse1991,"['hss', 'start', 'monitor', 'radiation', 'level', 'around', 'always', 'safe', 'nuclear', 'power', 'plant', 'retire', 'engineer', 'physicists', 'power', 'plant', 'operators', 'believe', 'promise', 'nuclear', 'power', 'monitor', 'radiation', 'hope', 'dispel', 'myths', 'rumor', 'nuclear', 'power', 'believe', 'citizen', 'science', 'would', 'love', 'hear', 'think', 'hss']"
2020-04-07 08:20:00,Old Town,RunsLeahDog,"['hss', 'begin', 'monitor', 'radiation', 'level', 'around', 'always', 'safe', 'nuclear', 'power', 'plant', 'retire', 'physicists', 'engineer', 'power', 'plant', 'operators', 'believe', 'promise', 'nuclear', 'power', 'adovcate', 'citizen', 'science', 'monitor', 'radiation', 'level', 'hope', 'dispell', 'myths', 'fear', 'nuclear', 'power']"
2020-04-07 08:21:00,Old Town,WBusyThompson,"['put', 'feet', 'change', 'somethingnything', 'hey', 'lesomething', 'like', 'best', 'deal', 'time', 'get', 'kick', 'underneath', 'denentoshi', 'line', 'bridge', 'prince']"
2020-04-07 08:21:00,Oak Willow,LazyCouchFrazier,"['anyone', 'great', 'place', 'airport', 'probably', 'help', 'alot', 'walk', 'summer', 'clap', 'clap', 'clap']"
2020-04-07 08:21:00,Southton,Bickford1950,"['hss', 'begin', 'monitor', 'radiation', 'level', 'around', 'always', 'safe', 'nuclear', 'power', 'plant', 'retire', 'physicists', 'engineer', 'power', 'plant', 'operators', 'believe', 'promise', 'nuclear', 'power', 'adovcate', 'citizen', 'science', 'monitor', 'radiation', 'level', 'hope', 'dispell', 'myths', 'fear', 'nuclear', 'power']"
2020-04-07 08:21:00,Downtown,DavidCandidPeck,"['four hundred and thirty', 'anything', 'watch', 'anyone', 'someone', 'death', 'planet', 'countrya']"
2020-04-07 08:21:00,Northwest,Jeffrey85Ashby,"['zero', 'something', 'solve', 'problem']"
2020-04-07 08:22:00,Palace Hills,R1969Clark,"['dereknolan', 'may', 'bachelor', 'internet', 'science', 'engineer', 'physicists', 'operators', 'expertises', 'power', 'plant', 'guarantee', 'always', 'safe']"
2020-04-07 08:22:00,Downtown,LovesMichaelFish,"['wait', 'till', 'get', 'bad', 'cry']"
2020-04-07 08:25:00,Old Town,WatchesDolly_ThomasDog,"['hi', 'dereknolan', 'nuclear', 'power', 'plant', 'put', 'chemicals', 'grind', 'react', 'quickly', 'earthquakes', 'make', 'sure', 'everything', 'aokay', 'please', 'dm', 'us', 'privately', 'youid', 'like', 'learn', 'safety', 'nuclear', 'power']"
2020-04-07 08:26:00,Weston,FastBarthelIcecream,"['wait', 'till', 'get', 'bad', 'cry']"
2020-04-07 08:26:00,Palace Hills,HoldsSaadBear,"['hss', 'start', 'monitor', 'radiation', 'level', 'around', 'always', 'safe', 'nuclear', 'power', 'plant', 'retire', 'engineer', 'physicists', 'power', 'plant', 'operators', 'believe', 'promise', 'nuclear', 'power', 'monitor', 'radiation', 'hope', 'dispel', 'myths', 'rumor', 'nuclear', 'power', 'believe', 'citizen', 'science', 'would', 'love', 'hear', 'think', 'hss']"
2020-04-07 08:26:00,Scenic Vista,GuapoUhligIcecream1981,"['dereknolan', 'may', 'bachelor', 'internet', 'science', 'engineer', 'physicists', 'operators', 'expertises', 'power', 'plant', 'guarantee', 'always', 'safe']"
2020-04-07 08:27:00,Chapparal,DarkVCar1980,"['wait', 'till', 'get', 'bad', 'cry']"
2020-04-07 08:28:00,Palace Hills,CuriousKHouse,"['anyone', 'great', 'place', 'airport', 'probably', 'help', 'alot', 'walk', 'summer', 'clap', 'clap', 'clap']"
2020-04-07 08:29:00,Safe Town,TallLightKevin,"['anyone', 'great', 'place', 'airport', 'probably', 'help', 'alot', 'walk', 'summer', 'clap', 'clap', 'clap']"
2020-04-07 08:30:00,Cheddarford,CuriousPenelopeCandy,"['father', 'problem']"
2020-04-07 08:30:00,Terrapin Springs,RobertsonCat14,"['study', 'rabboutdioabboutctive', 'sulfur', 'abboutbout', 'nucleabboutr', 'power', 'hydrofrabboutcking']"
2020-04-07 08:30:00,Broadview,KevinAttentativeSmith,"['wait', 'till', 'get', 'bad', 'cry']"
2020-04-07 08:30:00,Scenic Vista,MaryBear1957,"['anyone', 'great', 'place', 'airport', 'probably', 'help', 'alot', 'walk', 'summer', 'clap', 'clap', 'clap']"
2020-04-07 08:31:00,Weston,James76G,"['anyone', 'great', 'place', 'airport', 'probably', 'help', 'alot', 'walk', 'summer', 'clap', 'clap', 'clap']"
2020-04-07 08:32:00,Southwest,DarkCCandy10,"['wait', 'till', 'get', 'bad', 'cry']"
2020-04-07 08:33:00,Downtown,ObnoxiousSCouch82,"['anyone', 'great', 'place', 'airport', 'probably', 'help', 'alot', 'walk', 'summer', 'clap', 'clap', 'clap']"
2020-04-07 08:33:00,Weston,AttentativeCarCorrigan,"['dereknolan', 'may', 'bachelor', 'internet', 'science', 'engineer', 'physicists', 'operators', 'expertises', 'power', 'plant', 'guarantee', 'always', 'safe']"
2020-04-07 08:33:00,Scenic Vista,R29Lotzer,"['wait', 'till', 'get', 'bad', 'cry']"
2020-04-07 08:33:00,Southton,PAttentativeDoctor,"['hi', 'dereknolan', 'nuclear', 'power', 'plant', 'put', 'chemicals', 'grind', 'react', 'quickly', 'earthquakes', 'make', 'sure', 'everything', 'aokay', 'please', 'dm', 'us', 'privately', 'youid', 'like', 'learn', 'safety', 'nuclear', 'power']"
2020-04-07 08:34:00,Chapparal,RacesCobbleyCat,"['alwayssafepowercomkeapany', 'teach', 'mkeae', 'mkeaake', 'earthquakes']"
2020-04-07 08:34:00,Northwest,C2011Murphy,"['wait', 'till', 'get', 'bad', 'cry']"
2020-04-07 08:35:00,Terrapin Springs,LovesJudy_DavesBird,"['dereknolan', 'may', 'bachelor', 'internet', 'science', 'engineer', 'physicists', 'operators', 'expertises', 'power', 'plant', 'guarantee', 'always', 'safe']"
2020-04-07 08:38:00,Downtown,FastCandyPatricia_Schilling,"['dereknolan', 'may', 'bachelor', 'internet', 'science', 'engineer', 'physicists', 'operators', 'expertises', 'power', 'plant', 'guarantee', 'always', 'safe']"
2020-04-07 08:38:00,Scenic Vista,J80Dorman,"['anyone', 'great', 'place', 'airport', 'probably', 'help', 'alot', 'walk', 'summer', 'clap', 'clap', 'clap']"
2020-04-07 08:39:00,Southton,CandidPlateDakins,"['hss', 'begin', 'monitor', 'radiation', 'level', 'around', 'always', 'safe', 'nuclear', 'power', 'plant', 'retire', 'physicists', 'engineer', 'power', 'plant', 'operators', 'believe', 'promise', 'nuclear', 'power', 'adovcate', 'citizen', 'science', 'monitor', 'radiation', 'level', 'hope', 'dispell', 'myths', 'fear', 'nuclear', 'power']"
2020-04-07 08:39:00,West Parton,BusyAHouse,"['alwayssafepowercomkeapany', 'teach', 'mkeae', 'mkeaake', 'earthquakes']"
2020-04-07 08:42:00,West Parton,ObnoxiousDelacruzPlate,"['dereknolan', 'may', 'bachelor', 'internet', 'science', 'engineer', 'physicists', 'operators', 'expertises', 'power', 'plant', 'guarantee', 'always', 'safe']"
2020-04-07 08:42:00,Old Town,SmartPlateWoody,"['hi', 'dereknolan', 'nuclear', 'power', 'plant', 'put', 'chemicals', 'grind', 'react', 'quickly', 'earthquakes', 'make', 'sure', 'everything', 'aokay', 'please', 'dm', 'us', 'privately', 'youid', 'like', 'learn', 'safety', 'nuclear', 'power']"
2020-04-07 08:42:00,Northwest,ObnoxiousBananaRosemary,"['alwayssafepowercomkeapany', 'teach', 'mkeae', 'mkeaake', 'earthquakes']"
2020-04-07 08:43:00,Northwest,CAttentativeS,"['alwayssafepowercomkeapany', 'teach', 'mkeae', 'mkeaake', 'earthquakes']"
2020-04-07 08:43:00,Northwest,CandidCarHarvey,"['anyone', 'great', 'place', 'airport', 'probably', 'help', 'alot', 'walk', 'summer', 'clap', 'clap', 'clap']"
2020-04-07 08:44:00,Old Town,FuriousLightEric,"['alwayssafepowercomkeapany', 'teach', 'mkeae', 'mkeaake', 'earthquakes']"
2020-04-07 08:45:00,Old Town,RunsMeyerOctopus,"['someone', 'one', 'family', 'serve', 'tyhatime', 'opponentyhat', 'build', 'laning', 'phase', 'sometyhathing', 'notyhat', 'say', 'tyhathatyhat', 'mark', 'make', 'valid', 'concern', 'sir', 'butyhat', 'ityhat', 'seem', 'like', 'notyhat', 'work', 'atyhat', 'anyone', 'good', 'job', 'fulfill']"
2020-04-07 08:45:00,Chapparal,BettyFamousClevenger,"['hss', 'begin', 'monitor', 'radiation', 'level', 'around', 'always', 'safe', 'nuclear', 'power', 'plant', 'retire', 'physicists', 'engineer', 'power', 'plant', 'operators', 'believe', 'promise', 'nuclear', 'power', 'adovcate', 'citizen', 'science', 'monitor', 'radiation', 'level', 'hope', 'dispell', 'myths', 'fear', 'nuclear', 'power']"
2020-04-07 08:47:00,Oak Willow,DarkNLight,"['alwayssafepowercomkeapany', 'teach', 'mkeae', 'mkeaake', 'earthquakes']"
