"location","keyword","frequency","time"
"easton","power","0","08/04 @ 06h"
"easton","power","0","08/04 @ 07h"
"easton","power","0","08/04 @ 08h"
"easton","power","4","08/04 @ 09h"
"easton","power","1","08/04 @ 10h"
"easton","power","0","08/04 @ 11h"
"easton","power","3","08/04 @ 12h"
"easton","power","1","08/04 @ 13h"
"easton","power","4","08/04 @ 14h"
"easton","power","0","08/04 @ 15h"
"easton","power","3","08/04 @ 16h"
"easton","power","2","08/04 @ 17h"
"easton","power","1","08/04 @ 18h"
"easton","power","0","08/04 @ 19h"
"easton","power","0","08/04 @ 20h"
"easton","power","1","08/04 @ 21h"
"easton","power","0","08/04 @ 22h"
"easton","power","1","08/04 @ 23h"
"easton","power","3","09/04 @ 00h"
"easton","power","3","09/04 @ 01h"
"easton","power","1","09/04 @ 02h"
"easton","power","0","09/04 @ 03h"
"easton","power","0","09/04 @ 04h"
"easton","power","0","09/04 @ 05h"
"easton","power","0","09/04 @ 06h"
"easton","power","0","09/04 @ 07h"
"easton","power","0","09/04 @ 08h"
"easton","power","0","09/04 @ 09h"
"easton","power","0","09/04 @ 10h"
"easton","power","22","09/04 @ 11h"
"easton","power","2","09/04 @ 12h"
"easton","power","0","09/04 @ 13h"
"easton","power","2","09/04 @ 14h"
"easton","power","2","09/04 @ 15h"
"easton","power","0","09/04 @ 16h"
"easton","power","0","09/04 @ 17h"
"easton","power","0","09/04 @ 18h"
"easton","power","3","09/04 @ 19h"
"easton","power","0","09/04 @ 20h"
"easton","power","0","09/04 @ 21h"
"easton","power","0","09/04 @ 22h"
"easton","power","0","09/04 @ 23h"
"easton","power","5","10/04 @ 00h"
"easton","power","0","10/04 @ 01h"
"easton","power","0","10/04 @ 02h"
"easton","power","0","10/04 @ 03h"
"easton","power","0","10/04 @ 04h"
"easton","power","7","10/04 @ 05h"
"easton","power","0","10/04 @ 06h"
"easton","power","2","10/04 @ 07h"
"easton","power","1","10/04 @ 08h"
"easton","power","0","10/04 @ 09h"
"easton","power","0","10/04 @ 10h"
"easton","power","0","10/04 @ 11h"
"easton","power","0","10/04 @ 12h"
"easton","road","0","06/04 @ 00h"
"easton","road","0","06/04 @ 01h"
"easton","road","0","06/04 @ 02h"
"easton","road","0","06/04 @ 03h"
"easton","road","0","06/04 @ 04h"
"easton","road","0","06/04 @ 05h"
"easton","road","0","06/04 @ 06h"
"easton","road","0","06/04 @ 07h"
"easton","road","0","06/04 @ 08h"
"easton","road","0","06/04 @ 09h"
"easton","road","0","06/04 @ 10h"
"easton","road","0","06/04 @ 11h"
"easton","road","1","06/04 @ 12h"
"easton","road","0","06/04 @ 13h"
"easton","road","0","06/04 @ 14h"
"easton","road","0","06/04 @ 15h"
"easton","road","0","06/04 @ 16h"
"easton","road","0","06/04 @ 17h"
"easton","road","0","06/04 @ 18h"
"easton","road","0","06/04 @ 19h"
"easton","road","0","06/04 @ 20h"
"easton","road","0","06/04 @ 21h"
"easton","road","0","06/04 @ 22h"
"easton","road","0","06/04 @ 23h"
"easton","road","0","07/04 @ 00h"
"easton","road","0","07/04 @ 01h"
"easton","road","0","07/04 @ 02h"
"easton","road","0","07/04 @ 03h"
"easton","road","0","07/04 @ 04h"
"easton","road","0","07/04 @ 05h"
"easton","road","0","07/04 @ 06h"
"easton","road","1","07/04 @ 07h"
"easton","road","0","07/04 @ 08h"
"easton","road","0","07/04 @ 09h"
"easton","road","0","07/04 @ 10h"
"easton","road","0","07/04 @ 11h"
"easton","road","0","07/04 @ 12h"
"easton","road","0","07/04 @ 13h"
"easton","road","0","07/04 @ 14h"
"easton","road","0","07/04 @ 15h"
"easton","road","0","07/04 @ 16h"
"easton","road","0","07/04 @ 17h"
"easton","road","0","07/04 @ 18h"
"easton","road","0","07/04 @ 19h"
"easton","road","0","07/04 @ 20h"
"easton","road","0","07/04 @ 21h"
"easton","road","0","07/04 @ 22h"
"easton","road","0","07/04 @ 23h"
"easton","road","0","08/04 @ 00h"
"easton","road","0","08/04 @ 01h"
"easton","road","0","08/04 @ 02h"
"easton","road","0","08/04 @ 03h"
"easton","road","0","08/04 @ 04h"
"easton","road","0","08/04 @ 05h"
"easton","road","0","08/04 @ 06h"
"easton","road","0","08/04 @ 07h"
"easton","road","0","08/04 @ 08h"
"easton","road","2","08/04 @ 09h"
"easton","road","0","08/04 @ 10h"
"easton","road","1","08/04 @ 11h"
"easton","road","0","08/04 @ 12h"
"easton","road","0","08/04 @ 13h"
"easton","road","1","08/04 @ 14h"
"easton","road","0","08/04 @ 15h"
"easton","road","2","08/04 @ 16h"
"easton","road","0","08/04 @ 17h"
"easton","road","1","08/04 @ 18h"
"easton","road","0","08/04 @ 19h"
"easton","road","1","08/04 @ 20h"
"easton","road","0","08/04 @ 21h"
"easton","road","0","08/04 @ 22h"
"easton","road","1","08/04 @ 23h"
"easton","road","0","09/04 @ 00h"
"easton","road","1","09/04 @ 01h"
"easton","road","2","09/04 @ 02h"
"easton","road","0","09/04 @ 03h"
"easton","road","1","09/04 @ 04h"
"easton","road","0","09/04 @ 05h"
"easton","road","0","09/04 @ 06h"
"easton","road","0","09/04 @ 07h"
"easton","road","6","09/04 @ 08h"
"easton","road","1","09/04 @ 09h"
"easton","road","0","09/04 @ 10h"
"easton","road","0","09/04 @ 11h"
"easton","road","0","09/04 @ 12h"
"easton","road","0","09/04 @ 13h"
"easton","road","1","09/04 @ 14h"
"easton","road","0","09/04 @ 15h"
"easton","road","0","09/04 @ 16h"
"easton","road","1","09/04 @ 17h"
"easton","road","0","09/04 @ 18h"
"easton","road","2","09/04 @ 19h"
"easton","road","0","09/04 @ 20h"
"easton","road","0","09/04 @ 21h"
"easton","road","0","09/04 @ 22h"
"easton","road","0","09/04 @ 23h"
"easton","road","0","10/04 @ 00h"
"easton","road","0","10/04 @ 01h"
"easton","road","0","10/04 @ 02h"
"easton","road","0","10/04 @ 03h"
"easton","road","0","10/04 @ 04h"
"easton","road","0","10/04 @ 05h"
"easton","road","0","10/04 @ 06h"
"easton","road","0","10/04 @ 07h"
"easton","road","2","10/04 @ 08h"
"easton","road","0","10/04 @ 09h"
"easton","road","1","10/04 @ 10h"
"easton","road","0","10/04 @ 11h"
"easton","road","0","10/04 @ 12h"
"easton","medical","0","06/04 @ 00h"
"easton","medical","0","06/04 @ 01h"
"easton","medical","0","06/04 @ 02h"
"easton","medical","0","06/04 @ 03h"
"easton","medical","0","06/04 @ 04h"
"easton","medical","0","06/04 @ 05h"
"easton","medical","0","06/04 @ 06h"
"easton","medical","0","06/04 @ 07h"
"easton","medical","0","06/04 @ 08h"
"easton","medical","0","06/04 @ 09h"
"easton","medical","0","06/04 @ 10h"
"easton","medical","0","06/04 @ 11h"
"easton","medical","0","06/04 @ 12h"
"easton","medical","0","06/04 @ 13h"
"easton","medical","0","06/04 @ 14h"
"easton","medical","0","06/04 @ 15h"
"easton","medical","0","06/04 @ 16h"
"easton","medical","0","06/04 @ 17h"
"easton","medical","0","06/04 @ 18h"
"easton","medical","0","06/04 @ 19h"
"easton","medical","0","06/04 @ 20h"
"easton","medical","0","06/04 @ 21h"
"easton","medical","0","06/04 @ 22h"
"easton","medical","0","06/04 @ 23h"
"easton","medical","0","07/04 @ 00h"
"easton","medical","0","07/04 @ 01h"
"easton","medical","0","07/04 @ 02h"
"easton","medical","0","07/04 @ 03h"
"easton","medical","0","07/04 @ 04h"
"easton","medical","0","07/04 @ 05h"
"easton","medical","0","07/04 @ 06h"
"easton","medical","0","07/04 @ 07h"
"easton","medical","0","07/04 @ 08h"
"easton","medical","0","07/04 @ 09h"
"easton","medical","0","07/04 @ 10h"
"easton","medical","0","07/04 @ 11h"
"easton","medical","0","07/04 @ 12h"
"easton","medical","0","07/04 @ 13h"
"easton","medical","0","07/04 @ 14h"
"easton","medical","0","07/04 @ 15h"
"easton","medical","0","07/04 @ 16h"
"easton","medical","0","07/04 @ 17h"
"easton","medical","0","07/04 @ 18h"
"easton","medical","0","07/04 @ 19h"
"easton","medical","0","07/04 @ 20h"
"easton","medical","0","07/04 @ 21h"
"easton","medical","0","07/04 @ 22h"
"easton","medical","0","07/04 @ 23h"
"easton","medical","0","08/04 @ 00h"
"easton","medical","0","08/04 @ 01h"
"easton","medical","0","08/04 @ 02h"
"easton","medical","0","08/04 @ 03h"
"easton","medical","0","08/04 @ 04h"
"easton","medical","0","08/04 @ 05h"
"easton","medical","0","08/04 @ 06h"
"easton","medical","0","08/04 @ 07h"
"easton","medical","0","08/04 @ 08h"
"easton","medical","3","08/04 @ 09h"
"easton","medical","0","08/04 @ 10h"
"easton","medical","0","08/04 @ 11h"
"easton","medical","2","08/04 @ 12h"
"easton","medical","0","08/04 @ 13h"
"easton","medical","2","08/04 @ 14h"
"easton","medical","0","08/04 @ 15h"
"easton","medical","0","08/04 @ 16h"
"easton","medical","0","08/04 @ 17h"
"easton","medical","0","08/04 @ 18h"
"easton","medical","0","08/04 @ 19h"
"easton","medical","0","08/04 @ 20h"
"easton","medical","0","08/04 @ 21h"
"easton","medical","0","08/04 @ 22h"
"easton","medical","0","08/04 @ 23h"
"easton","medical","0","09/04 @ 00h"
"easton","medical","0","09/04 @ 01h"
"easton","medical","0","09/04 @ 02h"
"easton","medical","0","09/04 @ 03h"
"easton","medical","0","09/04 @ 04h"
"easton","medical","0","09/04 @ 05h"
"easton","medical","0","09/04 @ 06h"
"easton","medical","0","09/04 @ 07h"
"easton","medical","0","09/04 @ 08h"
"easton","medical","0","09/04 @ 09h"
"easton","medical","0","09/04 @ 10h"
"easton","medical","0","09/04 @ 11h"
"easton","medical","1","09/04 @ 12h"
"easton","medical","0","09/04 @ 13h"
"easton","medical","0","09/04 @ 14h"
"easton","medical","2","09/04 @ 15h"
"easton","medical","0","09/04 @ 16h"
"easton","medical","0","09/04 @ 17h"
"easton","medical","0","09/04 @ 18h"
"easton","medical","0","09/04 @ 19h"
"easton","medical","0","09/04 @ 20h"
"easton","medical","0","09/04 @ 21h"
"easton","medical","0","09/04 @ 22h"
"easton","medical","0","09/04 @ 23h"
"easton","medical","0","10/04 @ 00h"
"easton","medical","0","10/04 @ 01h"
"easton","medical","0","10/04 @ 02h"
"easton","medical","0","10/04 @ 03h"
"easton","medical","0","10/04 @ 04h"
"easton","medical","0","10/04 @ 05h"
"easton","medical","0","10/04 @ 06h"
"easton","medical","0","10/04 @ 07h"
"easton","medical","0","10/04 @ 08h"
"easton","medical","2","10/04 @ 09h"
"easton","medical","0","10/04 @ 10h"
"easton","medical","0","10/04 @ 11h"
"easton","medical","0","10/04 @ 12h"
"easton","building","0","06/04 @ 00h"
"easton","building","0","06/04 @ 01h"
"easton","building","0","06/04 @ 02h"
"easton","building","0","06/04 @ 03h"
"easton","building","0","06/04 @ 04h"
"easton","building","0","06/04 @ 05h"
"easton","building","0","06/04 @ 06h"
"easton","building","0","06/04 @ 07h"
"easton","building","0","06/04 @ 08h"
"easton","building","0","06/04 @ 09h"
"easton","building","0","06/04 @ 10h"
"easton","building","0","06/04 @ 11h"
"easton","building","0","06/04 @ 12h"
"easton","building","1","06/04 @ 13h"
"easton","building","1","06/04 @ 14h"
"easton","building","0","06/04 @ 15h"
"easton","building","0","06/04 @ 16h"
"easton","building","0","06/04 @ 17h"
"easton","building","0","06/04 @ 18h"
"easton","building","0","06/04 @ 19h"
"easton","building","0","06/04 @ 20h"
"easton","building","0","06/04 @ 21h"
"easton","building","0","06/04 @ 22h"
"easton","building","0","06/04 @ 23h"
"easton","building","0","07/04 @ 00h"
"easton","building","0","07/04 @ 01h"
"easton","building","0","07/04 @ 02h"
"easton","building","0","07/04 @ 03h"
"easton","building","0","07/04 @ 04h"
"easton","building","0","07/04 @ 05h"
"easton","building","0","07/04 @ 06h"
"easton","building","0","07/04 @ 07h"
"easton","building","0","07/04 @ 08h"
"easton","building","0","07/04 @ 09h"
"easton","building","0","07/04 @ 10h"
"easton","building","0","07/04 @ 11h"
"easton","building","0","07/04 @ 12h"
"easton","building","0","07/04 @ 13h"
"easton","building","0","07/04 @ 14h"
"easton","building","0","07/04 @ 15h"
"easton","building","0","07/04 @ 16h"
"easton","building","0","07/04 @ 17h"
"easton","building","0","07/04 @ 18h"
"easton","building","1","07/04 @ 19h"
"easton","building","1","07/04 @ 20h"
"easton","building","0","07/04 @ 21h"
"easton","building","0","07/04 @ 22h"
"easton","building","0","07/04 @ 23h"
"easton","building","0","08/04 @ 00h"
"easton","building","0","08/04 @ 01h"
"easton","building","0","08/04 @ 02h"
"easton","building","0","08/04 @ 03h"
"easton","building","0","08/04 @ 04h"
"easton","building","0","08/04 @ 05h"
"easton","building","0","08/04 @ 06h"
"easton","building","0","08/04 @ 07h"
"easton","building","0","08/04 @ 08h"
"easton","building","0","08/04 @ 09h"
"easton","building","0","08/04 @ 10h"
"easton","building","0","08/04 @ 11h"
"easton","building","0","08/04 @ 12h"
"easton","building","1","08/04 @ 13h"
"easton","building","3","08/04 @ 14h"
"easton","building","0","08/04 @ 15h"
"easton","building","0","08/04 @ 16h"
"easton","building","2","08/04 @ 17h"
"easton","building","0","08/04 @ 18h"
"easton","building","1","08/04 @ 19h"
"easton","building","1","08/04 @ 20h"
"easton","building","0","08/04 @ 21h"
"easton","building","0","08/04 @ 22h"
"easton","building","0","08/04 @ 23h"
"easton","building","1","09/04 @ 00h"
"easton","building","1","09/04 @ 01h"
"easton","building","0","09/04 @ 02h"
"easton","building","0","09/04 @ 03h"
"easton","building","1","09/04 @ 04h"
"easton","building","0","09/04 @ 05h"
"easton","building","0","09/04 @ 06h"
"easton","building","0","09/04 @ 07h"
"easton","building","3","09/04 @ 08h"
"easton","building","0","09/04 @ 09h"
"easton","building","3","09/04 @ 10h"
"easton","building","2","09/04 @ 11h"
"easton","building","3","09/04 @ 12h"
"easton","building","0","09/04 @ 13h"
"easton","building","2","09/04 @ 14h"
"easton","building","0","09/04 @ 15h"
"easton","building","0","09/04 @ 16h"
"easton","building","1","09/04 @ 17h"
"easton","building","0","09/04 @ 18h"
"easton","building","0","09/04 @ 19h"
"easton","building","0","09/04 @ 20h"
"easton","building","0","09/04 @ 21h"
"easton","building","0","09/04 @ 22h"
"easton","building","0","09/04 @ 23h"
"easton","building","0","10/04 @ 00h"
"easton","building","1","10/04 @ 01h"
"easton","building","0","10/04 @ 02h"
"easton","building","0","10/04 @ 03h"
"easton","building","1","10/04 @ 04h"
"easton","building","0","10/04 @ 05h"
"easton","building","0","10/04 @ 06h"
"easton","building","1","10/04 @ 07h"
"easton","building","0","10/04 @ 08h"
"easton","building","0","10/04 @ 09h"
"easton","building","1","10/04 @ 10h"
"easton","building","0","10/04 @ 11h"
"easton","building","0","10/04 @ 12h"
"easton","sewer","0","06/04 @ 00h"
"easton","sewer","0","06/04 @ 01h"
"easton","sewer","0","06/04 @ 02h"
"easton","sewer","0","06/04 @ 03h"
"easton","sewer","0","06/04 @ 04h"
"easton","sewer","0","06/04 @ 05h"
"easton","sewer","0","06/04 @ 06h"
"easton","sewer","0","06/04 @ 07h"
"easton","sewer","0","06/04 @ 08h"
"easton","sewer","0","06/04 @ 09h"
"easton","sewer","0","06/04 @ 10h"
"easton","sewer","0","06/04 @ 11h"
"easton","sewer","0","06/04 @ 12h"
"easton","sewer","0","06/04 @ 13h"
"easton","sewer","0","06/04 @ 14h"
"easton","sewer","0","06/04 @ 15h"
"easton","sewer","0","06/04 @ 16h"
"easton","sewer","0","06/04 @ 17h"
"easton","sewer","0","06/04 @ 18h"
"easton","sewer","0","06/04 @ 19h"
"easton","sewer","0","06/04 @ 20h"
"easton","sewer","0","06/04 @ 21h"
"easton","sewer","0","06/04 @ 22h"
"easton","sewer","0","06/04 @ 23h"
"easton","sewer","0","07/04 @ 00h"
"easton","sewer","0","07/04 @ 01h"
"easton","sewer","0","07/04 @ 02h"
"easton","sewer","0","07/04 @ 03h"
"easton","sewer","0","07/04 @ 04h"
"easton","sewer","0","07/04 @ 05h"
"easton","sewer","0","07/04 @ 06h"
"easton","sewer","0","07/04 @ 07h"
"easton","sewer","0","07/04 @ 08h"
"easton","sewer","0","07/04 @ 09h"
"easton","sewer","0","07/04 @ 10h"
"easton","sewer","0","07/04 @ 11h"
"easton","sewer","0","07/04 @ 12h"
"easton","sewer","0","07/04 @ 13h"
"easton","sewer","0","07/04 @ 14h"
"easton","sewer","0","07/04 @ 15h"
"easton","sewer","0","07/04 @ 16h"
"easton","sewer","0","07/04 @ 17h"
"easton","sewer","0","07/04 @ 18h"
"easton","sewer","0","07/04 @ 19h"
"easton","sewer","0","07/04 @ 20h"
"easton","sewer","0","07/04 @ 21h"
"easton","sewer","0","07/04 @ 22h"
"easton","sewer","0","07/04 @ 23h"
"easton","sewer","0","08/04 @ 00h"
"easton","sewer","0","08/04 @ 01h"
"easton","sewer","0","08/04 @ 02h"
"easton","sewer","0","08/04 @ 03h"
"easton","sewer","0","08/04 @ 04h"
"easton","sewer","0","08/04 @ 05h"
"easton","sewer","0","08/04 @ 06h"
"easton","sewer","0","08/04 @ 07h"
"easton","sewer","3","08/04 @ 08h"
"easton","sewer","0","08/04 @ 09h"
"easton","sewer","0","08/04 @ 10h"
"easton","sewer","0","08/04 @ 11h"
"easton","sewer","0","08/04 @ 12h"
"easton","sewer","4","08/04 @ 13h"
"easton","sewer","4","08/04 @ 14h"
"easton","sewer","1","08/04 @ 15h"
"easton","sewer","3","08/04 @ 16h"
"easton","sewer","4","08/04 @ 17h"
"easton","sewer","1","08/04 @ 18h"
"easton","sewer","0","08/04 @ 19h"
"easton","sewer","2","08/04 @ 20h"
"easton","sewer","2","08/04 @ 21h"
"easton","sewer","0","08/04 @ 22h"
"easton","sewer","2","08/04 @ 23h"
"easton","sewer","0","09/04 @ 00h"
"easton","sewer","0","09/04 @ 01h"
"easton","sewer","1","09/04 @ 02h"
"easton","sewer","1","09/04 @ 03h"
"easton","sewer","3","09/04 @ 04h"
"easton","sewer","0","09/04 @ 05h"
"easton","sewer","0","09/04 @ 06h"
"easton","sewer","0","09/04 @ 07h"
"easton","sewer","0","09/04 @ 08h"
"easton","sewer","0","09/04 @ 09h"
"easton","sewer","0","09/04 @ 10h"
"easton","sewer","1","09/04 @ 11h"
"easton","sewer","1","09/04 @ 12h"
"easton","sewer","2","09/04 @ 13h"
"easton","sewer","0","09/04 @ 14h"
"easton","sewer","2","09/04 @ 15h"
"easton","sewer","0","09/04 @ 16h"
"easton","sewer","0","09/04 @ 17h"
"easton","sewer","0","09/04 @ 18h"
"easton","sewer","0","09/04 @ 19h"
"easton","sewer","0","09/04 @ 20h"
"easton","sewer","0","09/04 @ 21h"
"easton","sewer","0","09/04 @ 22h"
"easton","sewer","0","09/04 @ 23h"
"easton","sewer","0","10/04 @ 00h"
"easton","sewer","0","10/04 @ 01h"
"easton","sewer","0","10/04 @ 02h"
"easton","sewer","0","10/04 @ 03h"
"easton","sewer","0","10/04 @ 04h"
"easton","sewer","0","10/04 @ 05h"
"easton","sewer","0","10/04 @ 06h"
"easton","sewer","0","10/04 @ 07h"
"easton","sewer","1","10/04 @ 08h"
"easton","sewer","0","10/04 @ 09h"
"easton","sewer","0","10/04 @ 10h"
"easton","sewer","1","10/04 @ 11h"
"easton","sewer","0","10/04 @ 12h"
"easton","rain","0","06/04 @ 00h"
"easton","rain","0","06/04 @ 01h"
"easton","rain","0","06/04 @ 02h"
"easton","rain","0","06/04 @ 03h"
"easton","rain","0","06/04 @ 04h"
"easton","rain","0","06/04 @ 05h"
"easton","rain","0","06/04 @ 06h"
"easton","rain","0","06/04 @ 07h"
"easton","rain","0","06/04 @ 08h"
"easton","rain","0","06/04 @ 09h"
"easton","rain","0","06/04 @ 10h"
"easton","rain","0","06/04 @ 11h"
"easton","rain","0","06/04 @ 12h"
"easton","rain","0","06/04 @ 13h"
"easton","rain","2","06/04 @ 14h"
"easton","rain","0","06/04 @ 15h"
"easton","rain","0","06/04 @ 16h"
"easton","rain","1","06/04 @ 17h"
"easton","rain","0","06/04 @ 18h"
"easton","rain","0","06/04 @ 19h"
"easton","rain","0","06/04 @ 20h"
"easton","rain","0","06/04 @ 21h"
"easton","rain","0","06/04 @ 22h"
"easton","rain","0","06/04 @ 23h"
"easton","rain","0","07/04 @ 00h"
"easton","rain","0","07/04 @ 01h"
"easton","rain","0","07/04 @ 02h"
"easton","rain","0","07/04 @ 03h"
"easton","rain","0","07/04 @ 04h"
"easton","rain","0","07/04 @ 05h"
"easton","rain","0","07/04 @ 06h"
"easton","rain","0","07/04 @ 07h"
"easton","rain","0","07/04 @ 08h"
"easton","rain","0","07/04 @ 09h"
"easton","rain","0","07/04 @ 10h"
"easton","rain","0","07/04 @ 11h"
"easton","rain","0","07/04 @ 12h"
"easton","rain","0","07/04 @ 13h"
"easton","rain","0","07/04 @ 14h"
"easton","rain","0","07/04 @ 15h"
"easton","rain","0","07/04 @ 16h"
"easton","rain","0","07/04 @ 17h"
"easton","rain","0","07/04 @ 18h"
"easton","rain","0","07/04 @ 19h"
"easton","rain","0","07/04 @ 20h"
"easton","rain","0","07/04 @ 21h"
"easton","rain","0","07/04 @ 22h"
"easton","rain","0","07/04 @ 23h"
"easton","rain","0","08/04 @ 00h"
"easton","rain","0","08/04 @ 01h"
"easton","rain","0","08/04 @ 02h"
"easton","rain","0","08/04 @ 03h"
"easton","rain","0","08/04 @ 04h"
"easton","rain","0","08/04 @ 05h"
"easton","rain","0","08/04 @ 06h"
"easton","rain","0","08/04 @ 07h"
"easton","rain","0","08/04 @ 08h"
"easton","rain","0","08/04 @ 09h"
"easton","rain","0","08/04 @ 10h"
"easton","rain","0","08/04 @ 11h"
"easton","rain","0","08/04 @ 12h"
"easton","rain","0","08/04 @ 13h"
"easton","rain","1","08/04 @ 14h"
"easton","rain","0","08/04 @ 15h"
"easton","rain","0","08/04 @ 16h"
"easton","rain","0","08/04 @ 17h"
"easton","rain","0","08/04 @ 18h"
"easton","rain","1","08/04 @ 19h"
"easton","rain","0","08/04 @ 20h"
"easton","rain","0","08/04 @ 21h"
"easton","rain","0","08/04 @ 22h"
"easton","rain","1","08/04 @ 23h"
"easton","rain","0","09/04 @ 00h"
"easton","rain","0","09/04 @ 01h"
"easton","rain","0","09/04 @ 02h"
"easton","rain","0","09/04 @ 03h"
"easton","rain","0","09/04 @ 04h"
"easton","rain","0","09/04 @ 05h"
"easton","rain","0","09/04 @ 06h"
"easton","rain","0","09/04 @ 07h"
"easton","rain","0","09/04 @ 08h"
"easton","rain","0","09/04 @ 09h"
"easton","rain","1","09/04 @ 10h"
"easton","rain","0","09/04 @ 11h"
"easton","rain","1","09/04 @ 12h"
"easton","rain","1","09/04 @ 13h"
"easton","rain","0","09/04 @ 14h"
"easton","rain","0","09/04 @ 15h"
"easton","rain","0","09/04 @ 16h"
"easton","rain","0","09/04 @ 17h"
"easton","rain","0","09/04 @ 18h"
"easton","rain","0","09/04 @ 19h"
"easton","rain","0","09/04 @ 20h"
"easton","rain","0","09/04 @ 21h"
"easton","rain","0","09/04 @ 22h"
"easton","rain","0","09/04 @ 23h"
"easton","rain","0","10/04 @ 00h"
"easton","rain","0","10/04 @ 01h"
"easton","rain","0","10/04 @ 02h"
"easton","rain","0","10/04 @ 03h"
"easton","rain","0","10/04 @ 04h"
"easton","rain","1","10/04 @ 05h"
"easton","rain","0","10/04 @ 06h"
"easton","rain","0","10/04 @ 07h"
"easton","rain","0","10/04 @ 08h"
"easton","rain","0","10/04 @ 09h"
"easton","rain","1","10/04 @ 10h"
"easton","rain","0","10/04 @ 11h"
"easton","rain","0","10/04 @ 12h"
"easton","tsunami","0","06/04 @ 00h"
"easton","tsunami","0","06/04 @ 01h"
"easton","tsunami","0","06/04 @ 02h"
"easton","tsunami","0","06/04 @ 03h"
"easton","tsunami","0","06/04 @ 04h"
"easton","tsunami","0","06/04 @ 05h"
"easton","tsunami","0","06/04 @ 06h"
"easton","tsunami","0","06/04 @ 07h"
"easton","tsunami","0","06/04 @ 08h"
"easton","tsunami","0","06/04 @ 09h"
"easton","tsunami","0","06/04 @ 10h"
"easton","tsunami","0","06/04 @ 11h"
"easton","tsunami","0","06/04 @ 12h"
"easton","tsunami","0","06/04 @ 13h"
"easton","tsunami","0","06/04 @ 14h"
"easton","tsunami","0","06/04 @ 15h"
"easton","tsunami","0","06/04 @ 16h"
"easton","tsunami","0","06/04 @ 17h"
"easton","tsunami","0","06/04 @ 18h"
"easton","tsunami","0","06/04 @ 19h"
"easton","tsunami","0","06/04 @ 20h"
"easton","tsunami","0","06/04 @ 21h"
"easton","tsunami","0","06/04 @ 22h"
"easton","tsunami","0","06/04 @ 23h"
"easton","tsunami","0","07/04 @ 00h"
"easton","tsunami","0","07/04 @ 01h"
"easton","tsunami","0","07/04 @ 02h"
"easton","tsunami","0","07/04 @ 03h"
"easton","tsunami","0","07/04 @ 04h"
"easton","tsunami","0","07/04 @ 05h"
"easton","tsunami","0","07/04 @ 06h"
"easton","tsunami","0","07/04 @ 07h"
"easton","tsunami","0","07/04 @ 08h"
"easton","tsunami","0","07/04 @ 09h"
"easton","tsunami","0","07/04 @ 10h"
"easton","tsunami","0","07/04 @ 11h"
"easton","tsunami","0","07/04 @ 12h"
"easton","tsunami","0","07/04 @ 13h"
"easton","tsunami","0","07/04 @ 14h"
"easton","tsunami","0","07/04 @ 15h"
"easton","tsunami","0","07/04 @ 16h"
"easton","tsunami","0","07/04 @ 17h"
"easton","tsunami","0","07/04 @ 18h"
"easton","tsunami","0","07/04 @ 19h"
"easton","tsunami","0","07/04 @ 20h"
"easton","tsunami","0","07/04 @ 21h"
"easton","tsunami","0","07/04 @ 22h"
"easton","tsunami","0","07/04 @ 23h"
"easton","tsunami","0","08/04 @ 00h"
"easton","tsunami","0","08/04 @ 01h"
"easton","tsunami","0","08/04 @ 02h"
"easton","tsunami","0","08/04 @ 03h"
"easton","tsunami","0","08/04 @ 04h"
"easton","tsunami","0","08/04 @ 05h"
"easton","tsunami","0","08/04 @ 06h"
"easton","tsunami","0","08/04 @ 07h"
"easton","tsunami","0","08/04 @ 08h"
"easton","tsunami","0","08/04 @ 09h"
"easton","tsunami","0","08/04 @ 10h"
"easton","tsunami","0","08/04 @ 11h"
"easton","tsunami","0","08/04 @ 12h"
"easton","tsunami","0","08/04 @ 13h"
"easton","tsunami","0","08/04 @ 14h"
"easton","tsunami","0","08/04 @ 15h"
"easton","tsunami","0","08/04 @ 16h"
"easton","tsunami","0","08/04 @ 17h"
"easton","tsunami","0","08/04 @ 18h"
"easton","tsunami","0","08/04 @ 19h"
"easton","tsunami","0","08/04 @ 20h"
"easton","tsunami","0","08/04 @ 21h"
"easton","tsunami","0","08/04 @ 22h"
"easton","tsunami","0","08/04 @ 23h"
"easton","tsunami","0","09/04 @ 00h"
"easton","tsunami","0","09/04 @ 01h"
"easton","tsunami","0","09/04 @ 02h"
"easton","tsunami","0","09/04 @ 03h"
"easton","tsunami","0","09/04 @ 04h"
"easton","tsunami","0","09/04 @ 05h"
"easton","tsunami","0","09/04 @ 06h"
"easton","tsunami","0","09/04 @ 07h"
"easton","tsunami","0","09/04 @ 08h"
"easton","tsunami","0","09/04 @ 09h"
"easton","tsunami","1","09/04 @ 10h"
"easton","tsunami","0","09/04 @ 11h"
"easton","tsunami","0","09/04 @ 12h"
"easton","tsunami","0","09/04 @ 13h"
"easton","tsunami","0","09/04 @ 14h"
"easton","tsunami","0","09/04 @ 15h"
"easton","tsunami","0","09/04 @ 16h"
"easton","tsunami","0","09/04 @ 17h"
"easton","tsunami","0","09/04 @ 18h"
"easton","tsunami","0","09/04 @ 19h"
"easton","tsunami","0","09/04 @ 20h"
"easton","tsunami","0","09/04 @ 21h"
"easton","tsunami","0","09/04 @ 22h"
"easton","tsunami","0","09/04 @ 23h"
"easton","tsunami","0","10/04 @ 00h"
