"location","keyword","time","frequency"
"downtown","road","2020-04-06 18:00:00","1"
"downtown","road","2020-04-06 19:00:00","0"
"downtown","road","2020-04-06 20:00:00","0"
"downtown","road","2020-04-06 21:00:00","0"
"downtown","road","2020-04-06 22:00:00","0"
"downtown","road","2020-04-06 23:00:00","0"
"downtown","road","2020-04-07 00:00:00","0"
"downtown","road","2020-04-07 01:00:00","0"
"downtown","road","2020-04-07 02:00:00","0"
"downtown","road","2020-04-07 03:00:00","0"
"downtown","road","2020-04-07 04:00:00","0"
"downtown","road","2020-04-07 05:00:00","0"
"downtown","road","2020-04-07 06:00:00","0"
"downtown","road","2020-04-07 07:00:00","0"
"downtown","road","2020-04-07 08:00:00","2"
"downtown","road","2020-04-07 09:00:00","0"
"downtown","road","2020-04-07 10:00:00","0"
"downtown","road","2020-04-07 11:00:00","0"
"downtown","road","2020-04-07 12:00:00","0"
"downtown","road","2020-04-07 13:00:00","0"
"downtown","road","2020-04-07 14:00:00","0"
"downtown","road","2020-04-07 15:00:00","0"
"downtown","road","2020-04-07 16:00:00","0"
"downtown","road","2020-04-07 17:00:00","0"
"downtown","road","2020-04-07 18:00:00","1"
"downtown","road","2020-04-07 19:00:00","0"
"downtown","road","2020-04-07 20:00:00","1"
"downtown","road","2020-04-07 21:00:00","1"
"downtown","road","2020-04-07 22:00:00","0"
"downtown","road","2020-04-07 23:00:00","0"
"downtown","road","2020-04-08 00:00:00","0"
"downtown","road","2020-04-08 01:00:00","0"
"downtown","road","2020-04-08 02:00:00","0"
"downtown","road","2020-04-08 03:00:00","0"
"downtown","road","2020-04-08 04:00:00","0"
"downtown","road","2020-04-08 05:00:00","0"
"downtown","road","2020-04-08 06:00:00","0"
"downtown","road","2020-04-08 07:00:00","1"
"downtown","road","2020-04-08 08:00:00","3"
"downtown","road","2020-04-08 09:00:00","16"
"downtown","road","2020-04-08 10:00:00","11"
"downtown","road","2020-04-08 11:00:00","2"
"downtown","road","2020-04-08 12:00:00","3"
"downtown","road","2020-04-08 13:00:00","20"
"downtown","road","2020-04-08 14:00:00","10"
"downtown","road","2020-04-08 15:00:00","9"
"downtown","road","2020-04-08 16:00:00","2"
"downtown","road","2020-04-08 17:00:00","7"
"downtown","road","2020-04-08 18:00:00","9"
"downtown","road","2020-04-08 19:00:00","5"
"downtown","road","2020-04-08 20:00:00","2"
"downtown","road","2020-04-08 21:00:00","1"
"downtown","road","2020-04-08 22:00:00","4"
"downtown","road","2020-04-08 23:00:00","2"
"downtown","road","2020-04-09 00:00:00","4"
"downtown","road","2020-04-09 01:00:00","0"
"downtown","road","2020-04-09 02:00:00","1"
"downtown","road","2020-04-09 03:00:00","0"
"downtown","road","2020-04-09 04:00:00","15"
"downtown","road","2020-04-09 05:00:00","1"
"downtown","road","2020-04-09 06:00:00","6"
"downtown","road","2020-04-09 07:00:00","1"
"downtown","road","2020-04-09 08:00:00","11"
"downtown","road","2020-04-09 09:00:00","7"
"downtown","road","2020-04-09 10:00:00","1"
"downtown","road","2020-04-09 11:00:00","0"
"downtown","road","2020-04-09 12:00:00","0"
"downtown","road","2020-04-09 13:00:00","2"
"downtown","road","2020-04-09 14:00:00","5"
"downtown","road","2020-04-09 15:00:00","8"
"downtown","road","2020-04-09 16:00:00","4"
"downtown","road","2020-04-09 17:00:00","1"
"downtown","road","2020-04-09 18:00:00","0"
"downtown","road","2020-04-09 19:00:00","20"
"downtown","road","2020-04-09 20:00:00","6"
"downtown","road","2020-04-09 21:00:00","0"
"downtown","road","2020-04-09 22:00:00","0"
"downtown","road","2020-04-09 23:00:00","0"
"downtown","road","2020-04-10 00:00:00","0"
"downtown","road","2020-04-10 01:00:00","0"
"downtown","road","2020-04-10 02:00:00","0"
"downtown","road","2020-04-10 03:00:00","0"
"downtown","road","2020-04-10 04:00:00","0"
"downtown","road","2020-04-10 05:00:00","1"
"downtown","road","2020-04-10 06:00:00","2"
"downtown","road","2020-04-10 07:00:00","4"
"downtown","road","2020-04-10 08:00:00","0"
"downtown","road","2020-04-10 09:00:00","1"
"downtown","road","2020-04-10 10:00:00","1"
"downtown","road","2020-04-10 11:00:00","0"
"downtown","road","2020-04-10 12:00:00","0"
"downtown","medical","2020-04-06 00:00:00","0"
"downtown","medical","2020-04-06 01:00:00","0"
"downtown","medical","2020-04-06 02:00:00","0"
"downtown","medical","2020-04-06 03:00:00","0"
"downtown","medical","2020-04-06 04:00:00","0"
"downtown","medical","2020-04-06 05:00:00","0"
"downtown","medical","2020-04-06 06:00:00","0"
"downtown","medical","2020-04-06 07:00:00","0"
"downtown","medical","2020-04-06 08:00:00","0"
"downtown","medical","2020-04-06 09:00:00","0"
"downtown","medical","2020-04-06 10:00:00","0"
"downtown","medical","2020-04-06 11:00:00","0"
"downtown","medical","2020-04-06 12:00:00","0"
"downtown","medical","2020-04-06 13:00:00","0"
"downtown","medical","2020-04-06 14:00:00","0"
"downtown","medical","2020-04-06 15:00:00","0"
"downtown","medical","2020-04-06 16:00:00","0"
"downtown","medical","2020-04-06 17:00:00","0"
"downtown","medical","2020-04-06 18:00:00","0"
"downtown","medical","2020-04-06 19:00:00","0"
"downtown","medical","2020-04-06 20:00:00","0"
"downtown","medical","2020-04-06 21:00:00","0"
"downtown","medical","2020-04-06 22:00:00","0"
"downtown","medical","2020-04-06 23:00:00","0"
"downtown","medical","2020-04-07 00:00:00","0"
"downtown","medical","2020-04-07 01:00:00","0"
"downtown","medical","2020-04-07 02:00:00","0"
"downtown","medical","2020-04-07 03:00:00","0"
"downtown","medical","2020-04-07 04:00:00","0"
"downtown","medical","2020-04-07 05:00:00","0"
"downtown","medical","2020-04-07 06:00:00","0"
"downtown","medical","2020-04-07 07:00:00","0"
"downtown","medical","2020-04-07 08:00:00","0"
"downtown","medical","2020-04-07 09:00:00","0"
"downtown","medical","2020-04-07 10:00:00","0"
"downtown","medical","2020-04-07 11:00:00","0"
"downtown","medical","2020-04-07 12:00:00","2"
"downtown","medical","2020-04-07 13:00:00","0"
"downtown","medical","2020-04-07 14:00:00","1"
"downtown","medical","2020-04-07 15:00:00","0"
"downtown","medical","2020-04-07 16:00:00","0"
"downtown","medical","2020-04-07 17:00:00","0"
"downtown","medical","2020-04-07 18:00:00","0"
"downtown","medical","2020-04-07 19:00:00","0"
"downtown","medical","2020-04-07 20:00:00","0"
"downtown","medical","2020-04-07 21:00:00","0"
"downtown","medical","2020-04-07 22:00:00","0"
"downtown","medical","2020-04-07 23:00:00","0"
"downtown","medical","2020-04-08 00:00:00","0"
"downtown","medical","2020-04-08 01:00:00","0"
"downtown","medical","2020-04-08 02:00:00","0"
"downtown","medical","2020-04-08 03:00:00","0"
"downtown","medical","2020-04-08 04:00:00","0"
"downtown","medical","2020-04-08 05:00:00","0"
"downtown","medical","2020-04-08 06:00:00","0"
"downtown","medical","2020-04-08 07:00:00","1"
"downtown","medical","2020-04-08 08:00:00","0"
"downtown","medical","2020-04-08 09:00:00","8"
"downtown","medical","2020-04-08 10:00:00","8"
"downtown","medical","2020-04-08 11:00:00","2"
"downtown","medical","2020-04-08 12:00:00","1"
"downtown","medical","2020-04-08 13:00:00","3"
"downtown","medical","2020-04-08 14:00:00","24"
"downtown","medical","2020-04-08 15:00:00","17"
"downtown","medical","2020-04-08 16:00:00","6"
"downtown","medical","2020-04-08 17:00:00","0"
"downtown","medical","2020-04-08 18:00:00","3"
"downtown","medical","2020-04-08 19:00:00","1"
"downtown","medical","2020-04-08 20:00:00","1"
"downtown","medical","2020-04-08 21:00:00","1"
"downtown","medical","2020-04-08 22:00:00","10"
"downtown","medical","2020-04-08 23:00:00","0"
"downtown","medical","2020-04-09 00:00:00","0"
"downtown","medical","2020-04-09 01:00:00","0"
"downtown","medical","2020-04-09 02:00:00","0"
"downtown","medical","2020-04-09 03:00:00","0"
"downtown","medical","2020-04-09 04:00:00","0"
"downtown","medical","2020-04-09 05:00:00","0"
"downtown","medical","2020-04-09 06:00:00","3"
"downtown","medical","2020-04-09 07:00:00","2"
"downtown","medical","2020-04-09 08:00:00","0"
"downtown","medical","2020-04-09 09:00:00","0"
"downtown","medical","2020-04-09 10:00:00","1"
"downtown","medical","2020-04-09 11:00:00","0"
"downtown","medical","2020-04-09 12:00:00","1"
"downtown","medical","2020-04-09 13:00:00","3"
"downtown","medical","2020-04-09 14:00:00","0"
"downtown","medical","2020-04-09 15:00:00","0"
"downtown","medical","2020-04-09 16:00:00","0"
"downtown","medical","2020-04-09 17:00:00","0"
"downtown","medical","2020-04-09 18:00:00","2"
"downtown","medical","2020-04-09 19:00:00","2"
"downtown","medical","2020-04-09 20:00:00","0"
"downtown","medical","2020-04-09 21:00:00","1"
"downtown","medical","2020-04-09 22:00:00","0"
"downtown","medical","2020-04-09 23:00:00","0"
"downtown","medical","2020-04-10 00:00:00","1"
"downtown","medical","2020-04-10 01:00:00","0"
"downtown","medical","2020-04-10 02:00:00","0"
"downtown","medical","2020-04-10 03:00:00","0"
"downtown","medical","2020-04-10 04:00:00","0"
"downtown","medical","2020-04-10 05:00:00","1"
"downtown","medical","2020-04-10 06:00:00","0"
"downtown","medical","2020-04-10 07:00:00","1"
"downtown","medical","2020-04-10 08:00:00","0"
"downtown","medical","2020-04-10 09:00:00","0"
"downtown","medical","2020-04-10 10:00:00","0"
"downtown","medical","2020-04-10 11:00:00","1"
"downtown","medical","2020-04-10 12:00:00","0"
"downtown","building","2020-04-06 00:00:00","0"
"downtown","building","2020-04-06 01:00:00","0"
"downtown","building","2020-04-06 02:00:00","0"
"downtown","building","2020-04-06 03:00:00","0"
"downtown","building","2020-04-06 04:00:00","0"
"downtown","building","2020-04-06 05:00:00","0"
"downtown","building","2020-04-06 06:00:00","0"
"downtown","building","2020-04-06 07:00:00","0"
"downtown","building","2020-04-06 08:00:00","0"
"downtown","building","2020-04-06 09:00:00","0"
"downtown","building","2020-04-06 10:00:00","0"
"downtown","building","2020-04-06 11:00:00","1"
"downtown","building","2020-04-06 12:00:00","0"
"downtown","building","2020-04-06 13:00:00","1"
"downtown","building","2020-04-06 14:00:00","0"
"downtown","building","2020-04-06 15:00:00","0"
"downtown","building","2020-04-06 16:00:00","0"
"downtown","building","2020-04-06 17:00:00","0"
"downtown","building","2020-04-06 18:00:00","1"
"downtown","building","2020-04-06 19:00:00","14"
"downtown","building","2020-04-06 20:00:00","4"
"downtown","building","2020-04-06 21:00:00","0"
"downtown","building","2020-04-06 22:00:00","0"
"downtown","building","2020-04-06 23:00:00","0"
"downtown","building","2020-04-07 00:00:00","0"
"downtown","building","2020-04-07 01:00:00","0"
"downtown","building","2020-04-07 02:00:00","0"
"downtown","building","2020-04-07 03:00:00","0"
"downtown","building","2020-04-07 04:00:00","1"
"downtown","building","2020-04-07 05:00:00","0"
"downtown","building","2020-04-07 06:00:00","0"
"downtown","building","2020-04-07 07:00:00","0"
"downtown","building","2020-04-07 08:00:00","0"
"downtown","building","2020-04-07 09:00:00","0"
"downtown","building","2020-04-07 10:00:00","0"
"downtown","building","2020-04-07 11:00:00","0"
"downtown","building","2020-04-07 12:00:00","0"
"downtown","building","2020-04-07 13:00:00","0"
"downtown","building","2020-04-07 14:00:00","1"
"downtown","building","2020-04-07 15:00:00","2"
"downtown","building","2020-04-07 16:00:00","0"
"downtown","building","2020-04-07 17:00:00","0"
"downtown","building","2020-04-07 18:00:00","0"
"downtown","building","2020-04-07 19:00:00","0"
"downtown","building","2020-04-07 20:00:00","3"
"downtown","building","2020-04-07 21:00:00","0"
"downtown","building","2020-04-07 22:00:00","0"
"downtown","building","2020-04-07 23:00:00","0"
"downtown","building","2020-04-08 00:00:00","0"
"downtown","building","2020-04-08 01:00:00","0"
"downtown","building","2020-04-08 02:00:00","0"
"downtown","building","2020-04-08 03:00:00","0"
"downtown","building","2020-04-08 04:00:00","0"
"downtown","building","2020-04-08 05:00:00","0"
"downtown","building","2020-04-08 06:00:00","0"
"downtown","building","2020-04-08 07:00:00","2"
"downtown","building","2020-04-08 08:00:00","0"
"downtown","building","2020-04-08 09:00:00","6"
"downtown","building","2020-04-08 10:00:00","5"
"downtown","building","2020-04-08 11:00:00","1"
"downtown","building","2020-04-08 12:00:00","3"
"downtown","building","2020-04-08 13:00:00","7"
"downtown","building","2020-04-08 14:00:00","9"
"downtown","building","2020-04-08 15:00:00","8"
"downtown","building","2020-04-08 16:00:00","8"
"downtown","building","2020-04-08 17:00:00","7"
"downtown","building","2020-04-08 18:00:00","16"
"downtown","building","2020-04-08 19:00:00","7"
"downtown","building","2020-04-08 20:00:00","2"
"downtown","building","2020-04-08 21:00:00","2"
"downtown","building","2020-04-08 22:00:00","1"
"downtown","building","2020-04-08 23:00:00","3"
"downtown","building","2020-04-09 00:00:00","3"
"downtown","building","2020-04-09 01:00:00","3"
"downtown","building","2020-04-09 02:00:00","6"
"downtown","building","2020-04-09 03:00:00","0"
"downtown","building","2020-04-09 04:00:00","2"
"downtown","building","2020-04-09 05:00:00","1"
"downtown","building","2020-04-09 06:00:00","2"
"downtown","building","2020-04-09 07:00:00","0"
"downtown","building","2020-04-09 08:00:00","5"
"downtown","building","2020-04-09 09:00:00","5"
"downtown","building","2020-04-09 10:00:00","3"
"downtown","building","2020-04-09 11:00:00","2"
"downtown","building","2020-04-09 12:00:00","1"
"downtown","building","2020-04-09 13:00:00","5"
"downtown","building","2020-04-09 14:00:00","4"
"downtown","building","2020-04-09 15:00:00","7"
"downtown","building","2020-04-09 16:00:00","3"
"downtown","building","2020-04-09 17:00:00","2"
"downtown","building","2020-04-09 18:00:00","3"
"downtown","building","2020-04-09 19:00:00","3"
"downtown","building","2020-04-09 20:00:00","0"
"downtown","building","2020-04-09 21:00:00","0"
"downtown","building","2020-04-09 22:00:00","0"
"downtown","building","2020-04-09 23:00:00","0"
"downtown","building","2020-04-10 00:00:00","2"
"downtown","building","2020-04-10 01:00:00","2"
"downtown","building","2020-04-10 02:00:00","0"
"downtown","building","2020-04-10 03:00:00","0"
"downtown","building","2020-04-10 04:00:00","2"
"downtown","building","2020-04-10 05:00:00","1"
"downtown","building","2020-04-10 06:00:00","0"
"downtown","building","2020-04-10 07:00:00","2"
"downtown","building","2020-04-10 08:00:00","4"
"downtown","building","2020-04-10 09:00:00","1"
"downtown","building","2020-04-10 10:00:00","1"
"downtown","building","2020-04-10 11:00:00","3"
"downtown","building","2020-04-10 12:00:00","0"
"downtown","sewer","2020-04-06 00:00:00","0"
"downtown","sewer","2020-04-06 01:00:00","0"
"downtown","sewer","2020-04-06 02:00:00","0"
"downtown","sewer","2020-04-06 03:00:00","0"
"downtown","sewer","2020-04-06 04:00:00","0"
"downtown","sewer","2020-04-06 05:00:00","0"
"downtown","sewer","2020-04-06 06:00:00","0"
"downtown","sewer","2020-04-06 07:00:00","0"
"downtown","sewer","2020-04-06 08:00:00","0"
"downtown","sewer","2020-04-06 09:00:00","0"
"downtown","sewer","2020-04-06 10:00:00","0"
"downtown","sewer","2020-04-06 11:00:00","0"
"downtown","sewer","2020-04-06 12:00:00","0"
"downtown","sewer","2020-04-06 13:00:00","0"
"downtown","sewer","2020-04-06 14:00:00","0"
"downtown","sewer","2020-04-06 15:00:00","1"
"downtown","sewer","2020-04-06 16:00:00","2"
"downtown","sewer","2020-04-06 17:00:00","0"
"downtown","sewer","2020-04-06 18:00:00","0"
"downtown","sewer","2020-04-06 19:00:00","0"
"downtown","sewer","2020-04-06 20:00:00","0"
"downtown","sewer","2020-04-06 21:00:00","0"
"downtown","sewer","2020-04-06 22:00:00","0"
"downtown","sewer","2020-04-06 23:00:00","0"
"downtown","sewer","2020-04-07 00:00:00","0"
"downtown","sewer","2020-04-07 01:00:00","0"
"downtown","sewer","2020-04-07 02:00:00","0"
"downtown","sewer","2020-04-07 03:00:00","0"
"downtown","sewer","2020-04-07 04:00:00","0"
"downtown","sewer","2020-04-07 05:00:00","0"
"downtown","sewer","2020-04-07 06:00:00","0"
"downtown","sewer","2020-04-07 07:00:00","0"
"downtown","sewer","2020-04-07 08:00:00","1"
"downtown","sewer","2020-04-07 09:00:00","0"
"downtown","sewer","2020-04-07 10:00:00","0"
"downtown","sewer","2020-04-07 11:00:00","0"
"downtown","sewer","2020-04-07 12:00:00","0"
"downtown","sewer","2020-04-07 13:00:00","0"
"downtown","sewer","2020-04-07 14:00:00","0"
"downtown","sewer","2020-04-07 15:00:00","0"
"downtown","sewer","2020-04-07 16:00:00","0"
"downtown","sewer","2020-04-07 17:00:00","4"
"downtown","sewer","2020-04-07 18:00:00","0"
"downtown","sewer","2020-04-07 19:00:00","0"
"downtown","sewer","2020-04-07 20:00:00","1"
"downtown","sewer","2020-04-07 21:00:00","1"
"downtown","sewer","2020-04-07 22:00:00","0"
"downtown","sewer","2020-04-07 23:00:00","0"
"downtown","sewer","2020-04-08 00:00:00","0"
"downtown","sewer","2020-04-08 01:00:00","0"
"downtown","sewer","2020-04-08 02:00:00","0"
"downtown","sewer","2020-04-08 03:00:00","0"
"downtown","sewer","2020-04-08 04:00:00","0"
"downtown","sewer","2020-04-08 05:00:00","0"
"downtown","sewer","2020-04-08 06:00:00","1"
"downtown","sewer","2020-04-08 07:00:00","2"
"downtown","sewer","2020-04-08 08:00:00","0"
"downtown","sewer","2020-04-08 09:00:00","6"
"downtown","sewer","2020-04-08 10:00:00","16"
"downtown","sewer","2020-04-08 11:00:00","1"
"downtown","sewer","2020-04-08 12:00:00","2"
"downtown","sewer","2020-04-08 13:00:00","38"
"downtown","sewer","2020-04-08 14:00:00","22"
"downtown","sewer","2020-04-08 15:00:00","4"
"downtown","sewer","2020-04-08 16:00:00","1"
"downtown","sewer","2020-04-08 17:00:00","1"
"downtown","sewer","2020-04-08 18:00:00","6"
"downtown","sewer","2020-04-08 19:00:00","7"
"downtown","sewer","2020-04-08 20:00:00","1"
"downtown","sewer","2020-04-08 21:00:00","0"
"downtown","sewer","2020-04-08 22:00:00","0"
"downtown","sewer","2020-04-08 23:00:00","3"
"downtown","sewer","2020-04-09 00:00:00","3"
"downtown","sewer","2020-04-09 01:00:00","1"
"downtown","sewer","2020-04-09 02:00:00","1"
"downtown","sewer","2020-04-09 03:00:00","0"
"downtown","sewer","2020-04-09 04:00:00","2"
"downtown","sewer","2020-04-09 05:00:00","2"
"downtown","sewer","2020-04-09 06:00:00","1"
"downtown","sewer","2020-04-09 07:00:00","2"
"downtown","sewer","2020-04-09 08:00:00","14"
"downtown","sewer","2020-04-09 09:00:00","3"
"downtown","sewer","2020-04-09 10:00:00","3"
"downtown","sewer","2020-04-09 11:00:00","1"
"downtown","sewer","2020-04-09 12:00:00","7"
"downtown","sewer","2020-04-09 13:00:00","1"
"downtown","sewer","2020-04-09 14:00:00","5"
"downtown","sewer","2020-04-09 15:00:00","2"
"downtown","sewer","2020-04-09 16:00:00","1"
"downtown","sewer","2020-04-09 17:00:00","1"
"downtown","sewer","2020-04-09 18:00:00","2"
"downtown","sewer","2020-04-09 19:00:00","4"
"downtown","sewer","2020-04-09 20:00:00","0"
"downtown","sewer","2020-04-09 21:00:00","0"
"downtown","sewer","2020-04-09 22:00:00","0"
"downtown","sewer","2020-04-09 23:00:00","0"
"downtown","sewer","2020-04-10 00:00:00","0"
"downtown","sewer","2020-04-10 01:00:00","0"
"downtown","sewer","2020-04-10 02:00:00","0"
"downtown","sewer","2020-04-10 03:00:00","0"
"downtown","sewer","2020-04-10 04:00:00","3"
"downtown","sewer","2020-04-10 05:00:00","0"
"downtown","sewer","2020-04-10 06:00:00","0"
"downtown","sewer","2020-04-10 07:00:00","1"
"downtown","sewer","2020-04-10 08:00:00","0"
"downtown","sewer","2020-04-10 09:00:00","1"
"downtown","sewer","2020-04-10 10:00:00","1"
"downtown","sewer","2020-04-10 11:00:00","1"
"downtown","sewer","2020-04-10 12:00:00","0"
"downtown","rain","2020-04-06 00:00:00","0"
"downtown","rain","2020-04-06 01:00:00","0"
"downtown","rain","2020-04-06 02:00:00","0"
"downtown","rain","2020-04-06 03:00:00","0"
"downtown","rain","2020-04-06 04:00:00","0"
"downtown","rain","2020-04-06 05:00:00","0"
"downtown","rain","2020-04-06 06:00:00","0"
"downtown","rain","2020-04-06 07:00:00","0"
"downtown","rain","2020-04-06 08:00:00","0"
"downtown","rain","2020-04-06 09:00:00","0"
"downtown","rain","2020-04-06 10:00:00","0"
"downtown","rain","2020-04-06 11:00:00","0"
"downtown","rain","2020-04-06 12:00:00","0"
"downtown","rain","2020-04-06 13:00:00","0"
"downtown","rain","2020-04-06 14:00:00","2"
"downtown","rain","2020-04-06 15:00:00","0"
"downtown","rain","2020-04-06 16:00:00","0"
"downtown","rain","2020-04-06 17:00:00","0"
"downtown","rain","2020-04-06 18:00:00","0"
"downtown","rain","2020-04-06 19:00:00","0"
"downtown","rain","2020-04-06 20:00:00","0"
"downtown","rain","2020-04-06 21:00:00","0"
"downtown","rain","2020-04-06 22:00:00","0"
"downtown","rain","2020-04-06 23:00:00","0"
"downtown","rain","2020-04-07 00:00:00","0"
"downtown","rain","2020-04-07 01:00:00","0"
"downtown","rain","2020-04-07 02:00:00","0"
"downtown","rain","2020-04-07 03:00:00","0"
"downtown","rain","2020-04-07 04:00:00","0"
"downtown","rain","2020-04-07 05:00:00","0"
"downtown","rain","2020-04-07 06:00:00","0"
"downtown","rain","2020-04-07 07:00:00","0"
"downtown","rain","2020-04-07 08:00:00","0"
"downtown","rain","2020-04-07 09:00:00","0"
"downtown","rain","2020-04-07 10:00:00","0"
"downtown","rain","2020-04-07 11:00:00","0"
"downtown","rain","2020-04-07 12:00:00","0"
"downtown","rain","2020-04-07 13:00:00","0"
"downtown","rain","2020-04-07 14:00:00","0"
"downtown","rain","2020-04-07 15:00:00","0"
"downtown","rain","2020-04-07 16:00:00","0"
"downtown","rain","2020-04-07 17:00:00","0"
"downtown","rain","2020-04-07 18:00:00","0"
"downtown","rain","2020-04-07 19:00:00","0"
"downtown","rain","2020-04-07 20:00:00","0"
"downtown","rain","2020-04-07 21:00:00","0"
"downtown","rain","2020-04-07 22:00:00","0"
"downtown","rain","2020-04-07 23:00:00","0"
"downtown","rain","2020-04-08 00:00:00","0"
"downtown","rain","2020-04-08 01:00:00","0"
"downtown","rain","2020-04-08 02:00:00","0"
"downtown","rain","2020-04-08 03:00:00","0"
"downtown","rain","2020-04-08 04:00:00","0"
"downtown","rain","2020-04-08 05:00:00","0"
"downtown","rain","2020-04-08 06:00:00","0"
"downtown","rain","2020-04-08 07:00:00","0"
"downtown","rain","2020-04-08 08:00:00","1"
"downtown","rain","2020-04-08 09:00:00","0"
"downtown","rain","2020-04-08 10:00:00","2"
"downtown","rain","2020-04-08 11:00:00","0"
"downtown","rain","2020-04-08 12:00:00","0"
"downtown","rain","2020-04-08 13:00:00","0"
"downtown","rain","2020-04-08 14:00:00","3"
"downtown","rain","2020-04-08 15:00:00","2"
"downtown","rain","2020-04-08 16:00:00","0"
"downtown","rain","2020-04-08 17:00:00","0"
"downtown","rain","2020-04-08 18:00:00","1"
"downtown","rain","2020-04-08 19:00:00","7"
"downtown","rain","2020-04-08 20:00:00","0"
"downtown","rain","2020-04-08 21:00:00","0"
"downtown","rain","2020-04-08 22:00:00","0"
"downtown","rain","2020-04-08 23:00:00","1"
"downtown","rain","2020-04-09 00:00:00","0"
"downtown","rain","2020-04-09 01:00:00","0"
"downtown","rain","2020-04-09 02:00:00","0"
"downtown","rain","2020-04-09 03:00:00","0"
"downtown","rain","2020-04-09 04:00:00","0"
"downtown","rain","2020-04-09 05:00:00","0"
"downtown","rain","2020-04-09 06:00:00","0"
"downtown","rain","2020-04-09 07:00:00","0"
"downtown","rain","2020-04-09 08:00:00","0"
"downtown","rain","2020-04-09 09:00:00","1"
"downtown","rain","2020-04-09 10:00:00","0"
"downtown","rain","2020-04-09 11:00:00","0"
"downtown","rain","2020-04-09 12:00:00","0"
"downtown","rain","2020-04-09 13:00:00","1"
"downtown","rain","2020-04-09 14:00:00","0"
"downtown","rain","2020-04-09 15:00:00","2"
"downtown","rain","2020-04-09 16:00:00","0"
"downtown","rain","2020-04-09 17:00:00","1"
"downtown","rain","2020-04-09 18:00:00","1"
"downtown","rain","2020-04-09 19:00:00","0"
"downtown","rain","2020-04-09 20:00:00","0"
"downtown","rain","2020-04-09 21:00:00","0"
"downtown","rain","2020-04-09 22:00:00","0"
"downtown","rain","2020-04-09 23:00:00","0"
"downtown","rain","2020-04-10 00:00:00","0"
"downtown","rain","2020-04-10 01:00:00","0"
"downtown","rain","2020-04-10 02:00:00","0"
"downtown","rain","2020-04-10 03:00:00","0"
"downtown","rain","2020-04-10 04:00:00","1"
"downtown","rain","2020-04-10 05:00:00","0"
"downtown","rain","2020-04-10 06:00:00","0"
"downtown","rain","2020-04-10 07:00:00","0"
"downtown","rain","2020-04-10 08:00:00","0"
"downtown","rain","2020-04-10 09:00:00","0"
"downtown","rain","2020-04-10 10:00:00","1"
"downtown","rain","2020-04-10 11:00:00","0"
"downtown","rain","2020-04-10 12:00:00","0"
"weston","earthquake","2020-04-06 00:00:00","0"
"weston","earthquake","2020-04-06 01:00:00","1"
"weston","earthquake","2020-04-06 02:00:00","0"
"weston","earthquake","2020-04-06 03:00:00","0"
"weston","earthquake","2020-04-06 04:00:00","0"
"weston","earthquake","2020-04-06 05:00:00","0"
"weston","earthquake","2020-04-06 06:00:00","0"
"weston","earthquake","2020-04-06 07:00:00","0"
"weston","earthquake","2020-04-06 08:00:00","0"
"weston","earthquake","2020-04-06 09:00:00","0"
"weston","earthquake","2020-04-06 10:00:00","1"
"weston","earthquake","2020-04-06 11:00:00","0"
"weston","earthquake","2020-04-06 12:00:00","0"
"weston","earthquake","2020-04-06 13:00:00","4"
"weston","earthquake","2020-04-06 14:00:00","9"
"weston","earthquake","2020-04-06 15:00:00","9"
"weston","earthquake","2020-04-06 16:00:00","0"
"weston","earthquake","2020-04-06 17:00:00","1"
"weston","earthquake","2020-04-06 18:00:00","4"
"weston","earthquake","2020-04-06 19:00:00","4"
"weston","earthquake","2020-04-06 20:00:00","1"
"weston","earthquake","2020-04-06 21:00:00","0"
"weston","earthquake","2020-04-06 22:00:00","0"
"weston","earthquake","2020-04-06 23:00:00","0"
"weston","earthquake","2020-04-07 00:00:00","0"
"weston","earthquake","2020-04-07 01:00:00","0"
"weston","earthquake","2020-04-07 02:00:00","0"
"weston","earthquake","2020-04-07 03:00:00","0"
"weston","earthquake","2020-04-07 04:00:00","0"
"weston","earthquake","2020-04-07 05:00:00","0"
"weston","earthquake","2020-04-07 06:00:00","0"
"weston","earthquake","2020-04-07 07:00:00","0"
"weston","earthquake","2020-04-07 08:00:00","1"
"weston","earthquake","2020-04-07 09:00:00","0"
"weston","earthquake","2020-04-07 10:00:00","0"
"weston","earthquake","2020-04-07 11:00:00","0"
"weston","earthquake","2020-04-07 12:00:00","0"
"weston","earthquake","2020-04-07 13:00:00","0"
"weston","earthquake","2020-04-07 14:00:00","0"
"weston","earthquake","2020-04-07 15:00:00","0"
"weston","earthquake","2020-04-07 16:00:00","0"
"weston","earthquake","2020-04-07 17:00:00","0"
"weston","earthquake","2020-04-07 18:00:00","1"
"weston","earthquake","2020-04-07 19:00:00","0"
"weston","earthquake","2020-04-07 20:00:00","0"
"weston","earthquake","2020-04-07 21:00:00","0"
"weston","earthquake","2020-04-07 22:00:00","0"
"weston","earthquake","2020-04-07 23:00:00","0"
"weston","earthquake","2020-04-08 00:00:00","0"
"weston","earthquake","2020-04-08 01:00:00","0"
"weston","earthquake","2020-04-08 02:00:00","0"
"weston","earthquake","2020-04-08 03:00:00","0"
"weston","earthquake","2020-04-08 04:00:00","0"
"weston","earthquake","2020-04-08 05:00:00","0"
"weston","earthquake","2020-04-08 06:00:00","1"
"weston","earthquake","2020-04-08 07:00:00","1"
"weston","earthquake","2020-04-08 08:00:00","8"
